orf	med	prey	homo	ppi	interaction	D	M	R	type_para	remove_MatA	comp_list	n.study	n.HM	HM.Kim	HM.bg.kim	HM.bg.kim.S	HM.PCA	HM.bg.kim.S.PCA
YMR048W	11.7301610756617	YMR048W	0	0	0	4.27294138278313	4.55668690709663	0.283745524313509	S	NA	Affinity Capture-MS(16554755)	1	0	0	0	0	NA	0
YMR053C	11.9289794431459	YMR053C	1	0	0	5.89454374646414	7.01985756056669	1.12531381410255	wgd	NA	Two-hybrid(22875988)	1	1	0	1	1	NA	1
YMR054W	11.3861578911123	YMR054W	0	0	0	6.02703458885998	5.52570245586788	-0.501332132992103	ssd	NA	PCA(16093310);Two-hybrid(22875988)	2	0	0	0	0	0	0
YMR055C	11.8935412686149	YMR055C	0	0	0	4.43311969782023	4.07081005259229	-0.362309645227942	ssd-successiv	NA	NA	NA	NA	NA	NA	0	NA	0
YMR056C	11.6547760625246	YMR056C	0	0	0	6.05826237186247	7.9953997184793	1.93713734661683	ssd	NA	NA	NA	NA	0	0	0	NA	0
YMR059W	6.7615359134702	YMR059W	0	0	0	4.43311969782023	5.44581276463917	1.01269306681894	S	NA	NA	NA	NA	0	0	0	NA	0
YMR061W	6.95737941947093	YMR061W	1	0	0	6.11158432297412	7.26050559600121	1.14892127302708	S	NA	Two-hybrid(18719252);Two-hybrid(9199303)	2	1	NA	1	1	NA	1
YMR062C	12.637064146273	YMR062C	0	0	1	7.25871677292512	7.6346150480978	0.375898275172677	S	NA	NA	NA	NA	0	0	1	NA	1
YMR064W	12.1735779392987	YMR064W	0	0	0	5.03104665580301	5.44581276463917	0.414766108836154	S	NA	NA	NA	NA	0	0	0	NA	0
YMR065W	7.18479867313934	YMR065W	0	0	0	2.87562477827	2.67991917497906	-0.195705603290937	ssd-successiv	NA	Two-hybrid(22875988)	1	0	0	0	0	NA	0
YMR069W	11.2188605454053	YMR069W	0	0	0	2.83000376373142	2.46122207209101	-0.368781691640407	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YMR072W	11.5230538372709	YMR072W	0	0	0	7.34428702976517	8.39932920042999	1.05504217066482	ssd-successiv	NA	Affinity Capture-MS(16554755)	1	0	0	0	0	NA	0
YMR075W	6.94778764119034	YMR075W	2	0	0	5.03104665580301	7.93657316348536	2.90552650768234	ssd-successiv	NA	Affinity Capture-MS(16286008);Affinity Capture-MS(16554755);Affinity Capture-Western(26747610);Reconstituted Complex(26747610)	4	2	0	1	1	NA	1
YMR076C	12.5076843847672	YMR076C	0	0	1	6.04388908770845	6.55234632803289	0.508457240324445	ssd-successiv	NA	Two-hybrid(22875988)	1	0	0	0	1	NA	1
YMR077C	9.21478509966571	YMR077C	0	0	0	3.72481395704308	4.61090672024708	0.886092763204	ssd-successiv	NA	Two-hybrid(15086794);Two-hybrid(19591838);Two-hybrid(22875988)	3	0	0	0	0	NA	0
YMR079W	7.11395836210074	YMR079W	1	0	0	5.92907846744967	5.63441321072748	-0.294665256722189	wgd	NA	Affinity Capture-MS(16554755);Affinity Capture-MS(22940862);Two-hybrid(18719252)	3	1	0	1	1	0	1
YMR080C	14.5358293568712	YMR080C	2	1	1	4.73791926099064	4.44170921501153	-0.296210045979109	ssd-successiv	NA	Affinity Capture-MS(14759368);PCA(18467557);Two-hybrid(8816462)	3	2	0	1	1	NA	1
YMR081C	10.7133279151182	YMR081C	0	0	0	5.01911475506972	6.10717940545573	1.088064650386	wgd	NA	NA	NA	NA	0	0	0	NA	0
YMR083W	12.9467991406345	YMR083W	1	0	1	9.88618887964274	10.0511001567916	0.164911277148848	ssd-successiv	NA	Affinity Capture-MS(22940862)	1	1	0	1	1	NA	1
YMR084W	6.7345665099148	YMR084W	0	0	0	0	1.57319029959131	1.57319029959131	ssd	NA	NA	NA	NA	0	0	0	NA	0
YMR085W	6.98863996174996	YMR085W	0	0	0	2.64103498409098	2.82452144381635	0.183486459725373	wgd	NA	NA	NA	NA	0	0	0	NA	0
YMR086W	6.43950440699633	YMR086W	0	0	0	5.48053334014964	5.74755389617402	0.267020556024376	ssd-successiv	NA	Affinity Capture-MS(16554755)	1	0	0	0	0	NA	0
YMR087W	6.62906216246946	YMR087W	1	0	0	5.84204102661434	6.66367194988879	0.821630923274449	S	NA	Two-hybrid(18719252)	1	1	0	1	1	NA	1
YMR088C	6.98496304095993	YMR088C	0	0	0	5.47639789025074	5.62651506601713	0.150117175766391	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YMR089C	6.94017440407801	YMR089C	0	0	0	3.7146521629532	5.44581276463917	1.73116060168597	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YMR090W	6.90085417945823	YMR090W	0	0	0	5.80727247998547	6.17237149998653	0.365099020001056	S	NA	NA	NA	NA	0	0	0	NA	0
YMR093W	11.0750601876523	YMR093W	0	0	0	6.6784522530778	5.30467530694392	-1.37377694613387	ssd-successiv	NA	Affinity Capture-MS(12150911);Affinity Capture-MS(16554755);Two-hybrid(20385600)	3	0	NA	0	0	NA	0
YMR094W	6.77753419566667	YMR094W	1	0	0	4.61729260483408	10.6775434776453	6.06025087281124	S	NA	Biochemical Activity(14747994);Reconstituted Complex(10352012);Two-hybrid(10688190)	3	1	NA	1	1	NA	1
YMR095C	14.2968025162115	YMR095C	0	1	1	3.25722489381545	5.31320230902662	2.05597741521117	ssd-successiv	NA	Two-hybrid(10688190);Two-hybrid(11283351)	2	0	0	0	1	NA	1
YMR096W	15.7051193300673	YMR096W	4	1	1	4.17973396605741	7.90124101506283	3.72150704900542	ssd-successiv	NA	Co-crystal Structure(20919991);PCA(18467557);Two-hybrid(10688190);Two-hybrid(11283351);Two-hybrid(18719252);Two-hybrid(9791124)	6	4	0	1	1	NA	1
YMR097C	11.5917983834663	YMR097C	0	0	0	5.5441422293208	10.6626772755212	5.11853504620038	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YMR099C	6.98559213620234	YMR099C	0	0	0	8.1753199985334	7.3236672970349	-0.851652701498503	S	NA	NA	NA	NA	0	0	0	NA	0
YMR100W	12.0884520590923	YMR100W	0	0	0	4.53525671090384	5.40898352943074	0.8737268185269	ssd	NA	NA	NA	NA	0	0	0	NA	0
YMR101C	11.2684714750817	YMR101C	0	0	0	1.45729484837647	2.46122207209101	1.00392722371455	ssd	NA	NA	NA	NA	0	0	0	NA	0
YMR102C	7.01808680627674	YMR102C	0	0	0	5.22691307505884	5.59737622963363	0.370463154574794	wgd	NA	NA	NA	NA	0	0	0	NA	0
YMR104C	10.8569466270972	YMR104C	0	0	0	3.77382757898069	1.57319029959131	-2.20063727938938	wgd	NA	NA	NA	NA	0	0	0	0	0
YMR105W-A	6.97098229649307	YMR105W-A	0	0	0	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	0	NA	0
YMR108W	12.245812312065	YMR108W	1	0	0	7.43414446843342	7.78156954481597	0.347425076382558	ssd-successiv	NA	Co-crystal Structure(11902841)	1	1	NA	1	1	NA	1
YMR109W	15.0590275140884	YMR109W	4	1	1	6.86654948470112	6.5370816972507	-0.329467787450422	wgd	NA	Affinity Capture-MS(16554755);Affinity Capture-MS(22940862);PCA(18467557);Two-hybrid(11743162);Two-hybrid(19841731)	5	4	1	1	1	NA	1
YMR111C	6.74867644673852	YMR111C	2	0	0	2.05991244904677	2.20334839455088	0.143435945504111	ssd-successiv	NA	Protein-peptide(11967834);Two-hybrid(18719252)	2	2	0	1	1	NA	1
YMR113W	11.9161924802853	YMR113W	0	0	0	3.40634890627492	3.79092839084601	0.384579484571087	ssd_wgd	NA	NA	NA	NA	0	0	0	0	0
YMR114C	7.15224696489143	YMR114C	0	0	0	4.13638007950834	6.0617697184028	1.92538963889445	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YMR115W	10.0421875100964	YMR115W	0	0	0	4.80434789326392	5.11209540839529	0.307747515131377	wgd	NA	NA	NA	NA	0	0	0	NA	0
YMR117C	6.98828206170766	YMR117C	4	0	0	2.16731296325649	2.33795651491887	0.170643551662375	S	NA	Affinity Capture-MS(12408861);FRET(24930965);PCA(22875988);Two-hybrid(11087867);Two-hybrid(11179222);Two-hybrid(22875988)	6	4	1	1	1	NA	1
YMR119W	11.543732068089	YMR119W	0	0	0	4.20420333239365	5.21158463975709	1.00738130736344	wgd	NA	NA	NA	NA	0	0	0	0	0
YMR120C	15.816367230007	YMR120C	1	1	1	8.52523889812609	8.62620548295304	0.100966584826949	wgd	NA	PCA(18467557)	1	1	NA	1	1	1	1
YMR124W	6.7345665099148	YMR124W	1	0	0	5.64056598149991	5.99697393165945	0.356407950159532	wgd	NA	PCA(25547157);Reconstituted Complex(25547157);Two-hybrid(11087867);Two-hybrid(11283351);Two-hybrid(18719252);Two-hybrid(22875988)	6	1	0	1	1	NA	1
YMR126C	10.9911963628743	YMR126C	0	0	0	5.09933308089823	5.95041942141033	0.851086340512103	S	NA	NA	NA	NA	0	0	0	NA	0
YMR127C	11.4155665281027	YMR127C	1	0	0	3.62627558304979	4.61090672024708	0.98463113719729	ssd-successiv	NA	Affinity Capture-Western(11731480);Two-hybrid(11731480)	2	1	0	1	1	NA	1
YMR128W	11.5347294728911	YMR128W	1	0	0	5.332117131094	5.19223757175686	-0.13987955933714	ssd-successiv	NA	Affinity Capture-MS(14759368);Affinity Capture-MS(16554755)	2	1	0	1	1	NA	1
YMR132C	11.7858432280051	YMR132C	0	0	0	4.77598288085166	1.57319029959131	-3.20279258126035	S	NA	NA	NA	NA	0	0	0	NA	0
YMR134W	12.1198342236255	YMR134W	0	0	0	NA	NA	NA	S	NA	NA	NA	NA	0	0	0	NA	0
YMR137C	11.7372342223182	YMR137C	0	0	0	4.07450543636363	3.92557224165626	-0.148933194707371	S	NA	NA	NA	NA	0	0	0	NA	0
YMR138W	11.0503311695026	YMR138W	0	0	0	4.57473126266284	4.17998868478701	-0.394742577875834	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YMR139W	12.2868047864538	YMR139W	2	0	0	5.13116553572124	5.2681611300012	0.136995594279959	wgd	NA	PCA(18467557);PCA(22615397);Two-hybrid(11283351)	3	2	0	1	1	NA	1
YMR140W	10.5055378553754	YMR140W	0	0	0	3.63403559737546	2.57022974934768	-1.06380584802778	S	NA	Affinity Capture-MS(16554755)	1	0	0	0	0	NA	0
YMR144W	7.1382439709436	YMR144W	0	0	0	2.19132892022508	5.82700855102456	3.63567963079948	ssd-successiv	NA	Two-hybrid(22875988)	1	0	NA	0	0	NA	0
YMR145C	6.9211751717069	YMR145C	0	0	0	6.3544697921574	6.78982052528964	0.435350733132242	ssd_wgd	NA	NA	NA	NA	NA	NA	0	NA	0
YMR150C	12.0442845879427	YMR150C	0	0	0	1.94628544583841	0	-1.94628544583841	ssd	NA	NA	NA	NA	0	0	0	NA	0
YMR153W	14.405550583753	YMR153W	2	1	1	4.88393844790833	6.04217153219826	1.15823308428993	wgd	NA	Affinity Capture-MS(18046405);Affinity Capture-Western(9864357);Two-hybrid(11283351)	3	2	0	1	1	1	1
YMR157C	7.15849428096004	YMR157C	0	0	0	5.16828500779241	5.30490159716321	0.136616589370801	ssd-successiv	NA	NA	NA	NA	NA	NA	0	NA	0
YMR158C-A	6.88770225975199	YMR158C-A	0	0	0	NA	NA	NA	S	NA	NA	NA	NA	0	0	0	NA	0
YMR159C	14.142040300863	YMR159C	4	1	1	0	0	0	ssd-successiv	NA	Affinity Capture-Western(10406794);Co-crystal Structure(19889643);Reconstituted Complex(19889643);Two-hybrid(10406794);Two-hybrid(11283351);Two-hybrid(18719252)	6	5	0	1	1	NA	1
YMR160W	6.9611528239976	YMR160W	0	0	0	5.56603272114756	5.98258294692259	0.416550225775026	ssd	NA	NA	NA	NA	NA	NA	0	NA	0
YMR162C	11.3922970560015	YMR162C	0	0	0	4.69881855011494	6.09108624097087	1.39226769085593	ssd	NA	NA	NA	NA	0	0	0	0	0
YMR163C	7.05164390420601	YMR163C	0	0	0	4.61729260483408	4.5066400222572	-0.110652582576879	S	NA	NA	NA	NA	0	0	0	NA	0
YMR164C	12.0138451986214	YMR164C	0	0	0	4.56663861090493	4.87730254099799	0.310663930093057	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YMR165C	13.8864411824096	YMR165C	0	1	1	5.27846432649855	5.95041942141033	0.67195509491178	S	NA	NA	NA	NA	0	0	1	NA	1
YMR166C	6.80861893237305	YMR166C	0	0	0	2.9970629313155	2.82452144381635	-0.172541487499144	ssd	NA	NA	NA	NA	0	0	0	NA	0
YMR167W	11.1830845217889	YMR167W	2	0	0	6.40607231815215	6.94937151170194	0.543299193549785	ssd-successiv	NA	Affinity Capture-MS(11805837);Reconstituted Complex(11154280);Reconstituted Complex(12682353)	3	2	0	1	1	NA	1
YMR169C	11.3090636817012	YMR169C	0	0	0	5.69247462501686	2.82452144381635	-2.8679531812005	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YMR170C	12.7017655781006	YMR170C	1	0	1	4.39767976632401	3.44335336200626	-0.954326404317754	ssd-successiv	NA	Affinity Capture-MS(16554755);Two-hybrid(18719252)	2	1	0	1	1	NA	1
YMR171C	6.98756572846067	YMR171C	0	0	0	4.33665472691258	5.65507700338248	1.31842227646991	ssd	NA	NA	NA	NA	0	0	0	NA	0
YMR173W	11.3178426776321	YMR173W	0	0	0	7.28898600545911	7.01985756056669	-0.26912844489242	ssd-successiv	NA	Affinity Capture-MS(16554755)	1	0	0	0	0	NA	0
YMR174C	6.70017289826735	YMR174C	0	0	0	3.54865856070769	4.62687129638928	1.07821273568159	S	NA	NA	NA	NA	0	0	0	NA	0
YMR175W	10.8929628714512	YMR175W	0	0	0	2.9970629313155	5.63441321072748	2.63735027941198	wgd	NA	NA	NA	NA	0	0	0	NA	0
YMR175W-A	6.70734261790361	YMR175W-A	0	0	0	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	0	NA	0
YMR176W	7.03765600323022	YMR176W	0	0	0	5.16828500779241	6.49562002030051	1.3273350125081	ssd-successiv	NA	Affinity Capture-MS(23878396);Affinity Capture-Western(23878396)	2	0	0	0	0	NA	0
YMR177W	6.68650052718322	YMR177W	0	0	0	1.37005265571591	2.57022974934768	1.20017709363176	wgd	NA	NA	NA	NA	0	0	0	NA	0
YMR178W	6.88217664410949	YMR178W	0	0	0	5.77829532476729	5.96099583247833	0.182700507711048	S	NA	NA	NA	NA	0	0	0	NA	0
YMR179W	11.5258182276443	YMR179W	0	0	0	3.63403559737546	5.40898352943074	1.77494793205528	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YMR180C	11.7264297839155	YMR180C	0	0	0	4.95936677469595	5.23069873930361	0.271331964607655	wgd	NA	NA	NA	NA	0	0	0	NA	0
YMR181C	6.9305434529977	YMR181C	0	0	0	4.2890745637073	3.92557224165626	-0.363502322051042	wgd	NA	NA	NA	NA	0	0	0	NA	0
YMR182C	11.636142961646	YMR182C	0	0	0	2.9970629313155	3.32389747153499	0.326834540219489	wgd	NA	NA	NA	NA	0	0	0	NA	0
YMR182W-A	7.02662356295621	YMR182W-A	0	0	0	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	0	NA	0
YMR185W	7.18384387813502	YMR185W	0	0	0	6.3544697921574	8.06451644189453	1.71004664973712	S	NA	NA	NA	NA	0	0	0	NA	0
YMR187C	6.95989721441958	YMR187C	0	0	0	2.52466801633163	4.18882816241232	1.66416014608069	S	NA	NA	NA	NA	0	0	0	NA	0
YMR189W	12.4256875699556	YMR189W	0	0	0	8.03613514017276	8.89522990301676	0.859094762843997	S	NA	NA	NA	NA	1	1	1	NA	1
YMR190C	11.3750058906299	YMR190C	0	0	0	5.76157516635723	6.94822704387917	1.18665187752194	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YMR191W	11.8659391657885	YMR191W	0	0	0	2.9970629313155	1.48683276954952	-1.51023016176598	S	NA	NA	NA	NA	0	0	0	NA	0
YMR194C-B	7.06572754224899	YMR194C-B	0	0	0	4.76495118550817	5.10226339362403	0.337312208115866	S	NA	NA	NA	NA	NA	NA	0	NA	0
YMR196W	6.90789177206409	YMR196W	0	0	0	6.63599085549775	7.33996577006398	0.703974914566227	S	NA	NA	NA	NA	0	0	0	NA	0
YMR197C	10.7558435165596	YMR197C	2	0	0	4.73791926099064	4.07081005259229	-0.667109208398351	ssd-successiv	NA	Reconstituted Complex(10591633)	1	1	0	1	1	NA	1
YMR198W	11.3623518449802	YMR198W	0	0	0	4.72010879081651	3.32389747153499	-1.39621131928152	wgd	NA	Two-hybrid(22875988)	1	0	0	0	0	0	0
YMR199W	11.6310584653433	YMR199W	0	0	0	6.40607231815215	6.55234632803289	0.14627400988074	wgd	NA	Affinity Capture-MS(11805837)	1	0	0	0	0	0	0
YMR201C	6.92470255047388	YMR201C	0	0	0	4.17973396605741	6.28631009117738	2.10657612511997	S	NA	Co-crystal Structure(27223336)	1	1	0	1	1	NA	1
YMR202W	9.62387453746731	YMR202W	2	0	0	8.14003728483989	7.61235987145991	-0.527677413379979	S	NA	Affinity Capture-MS(22940862);PCA(16300994)	2	2	0	1	1	NA	1
YMR204C	7.08429688839355	YMR204C	0	0	0	2.87562477827	3.30601136515964	0.430386586889643	S	NA	NA	NA	NA	0	0	0	NA	0
YMR206W	6.96351858436015	YMR206W	0	0	0	3.52049768158917	6.81722671768061	3.29672903609144	wgd	NA	NA	NA	NA	0	0	0	NA	0
YMR207C	11.8260763085525	YMR207C	0	0	0	4.63064426993776	6.06410250254579	1.43345823260803	wgd	NA	NA	NA	NA	0	0	0	0	0
YMR210W	7.02734455004317	YMR210W	0	0	0	5.3005081479141	5.80100599556469	0.500497847650585	ssd	NA	NA	NA	NA	0	0	0	NA	0
YMR212C	7.14270110943112	YMR212C	0	0	0	4.71786831273266	5.23069873930361	0.512830426570948	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YMR214W	12.4011124282356	YMR214W	0	0	0	3.54865856070769	2.30778988232732	-1.24086867838037	ssd-successiv	NA	Affinity Capture-MS(16554755)	1	0	0	0	0	NA	0
YMR215W	11.57827765082	YMR215W	0	0	0	5.45309280728622	4.94228459415232	-0.5108082131339	ssd-successiv	NA	PCA(16093310)	1	0	0	0	0	NA	0
YMR218C	10.6490447123147	YMR218C	1	0	0	4.69881855011494	4.01876768490101	-0.68005086521393	S	NA	Affinity Capture-Western(21453443)	1	1	0	1	1	NA	1
YMR220W	10.1728498857551	YMR220W	0	0	0	6.34541056948753	7.03772264732192	0.692312077834391	S	NA	NA	NA	NA	0	0	0	NA	0
YMR221C	7.07284668733851	YMR221C	0	0	0	4.20420333239365	3.32389747153499	-0.880305860858662	S	NA	PCA(18467557)	1	0	NA	0	0	NA	0
YMR224C	11.9917690368436	YMR224C	4	0	0	2.42353245578277	2.98452737602896	0.560994920246188	S	NA	Affinity Capture-MS(16554755);Reconstituted Complex(9799249);Two-hybrid(10219078);Two-hybrid(23122649);Two-hybrid(7789757)	5	4	0	1	1	NA	1
YMR229C	11.5984581721977	YMR229C	2	0	0	5.91208695075158	5.21158463975709	-0.700502310994493	ssd-successiv	NA	Affinity Capture-MS(14759368);Affinity Capture-MS(16554755);Affinity Capture-MS(23209026);PCA(18467557);Two-hybrid(25877921)	5	2	NA	1	1	NA	1
YMR230W-A	7.02628402540208	YMR230W-A	0	0	0	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	0	NA	0
YMR232W	11.6571597521269	YMR232W	0	0	0	1.45729484837647	4.18882816241232	2.73153331403585	S	NA	NA	NA	NA	0	0	0	NA	0
YMR234W	10.8086870972392	YMR234W	0	0	0	4.06293334499368	3.94690861316987	-0.11602473182381	S	NA	NA	NA	NA	0	0	0	NA	0
YMR236W	6.80942215088333	YMR236W	1	0	0	5.78717907208339	5.30467530694392	-0.482503765139467	S	NA	Affinity Capture-MS(10788514);Affinity Capture-MS(12052880);Affinity Capture-MS(16554755);Affinity Capture-MS(21734642);Two-hybrid(11283351)	5	1	0	1	1	NA	1
YMR237W	6.96536866878144	YMR237W	1	0	0	6.00881179580586	5.4971971877893	-0.511614608016562	wgd	NA	Affinity Capture-MS(16554755);Affinity Capture-MS(22940862)	2	1	0	1	1	NA	1
YMR238W	13.1681945741049	YMR238W	1	1	1	3.62627558304979	4.85511265478514	1.22883707173536	ssd	NA	Affinity Capture-MS(22940862)	1	1	0	1	1	1	1
YMR239C	11.2656616952838	YMR239C	4	0	0	3.86350240526411	3.3399483165301	-0.523554088734014	S	NA	Affinity Capture-MS(14759368);Affinity Capture-MS(16554755);Co-crystal Structure(24703949);Reconstituted Complex(10648595);Two-hybrid(10648595)	5	4	0	1	1	NA	1
YMR240C	9.9346222021219	YMR240C	1	0	0	4.1217945774892	3.3399483165301	-0.781846260959105	S	NA	Affinity Capture-MS(16314500);Affinity Capture-MS(16554755);Two-hybrid(16314500)	3	1	0	1	1	NA	1
YMR244W	7.10624819259697	YMR244W	0	0	0	1.45729484837647	2.01503362867244	0.557738780295968	ssd	NA	NA	NA	NA	0	0	0	NA	0
YMR247C	6.97723448571713	YMR247C	1	0	0	7.27357183594312	7.47304004897706	0.199468213033945	ssd-successiv	NA	Biochemical Activity(25305489);Reconstituted Complex(25305489)	2	1	0	1	1	NA	1
YMR247W-A	6.95485280560779	YMR247W-A	0	0	0	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	0	NA	0
YMR250W	15.0583584507832	YMR250W	2	1	1	5.97888889043165	6.62633837816085	0.647449487729199	ssd	NA	PCA(18467557);PCA(22615397)	2	2	0	1	1	NA	1
YMR251W-A	12.1813503710319	YMR251W-A	0	0	0	9.40045680986184	8.68624838368716	-0.714208426174674	wgd	NA	NA	NA	NA	0	0	0	NA	0
YMR252C	7.60350716008877	YMR252C	0	0	0	3.93198555641425	2.86978456555895	-1.06220099085529	S	NA	NA	NA	NA	0	0	0	NA	0
YMR253C	6.86353477901185	YMR253C	0	0	0	5.16665921410843	6.20966195645332	1.04300274234489	ssd	NA	NA	NA	NA	0	0	0	NA	0
YMR256C	11.5477422961586	YMR256C	0	0	0	7.6378058418264	8.61987148351055	0.98206564168415	S	NA	PCA(18467557)	1	0	1	1	1	NA	1
YMR258C	6.79972399076436	YMR258C	0	0	0	6.52859944739933	6.53821842598714	0.00961897858781136	S	NA	NA	NA	NA	0	0	0	NA	0
YMR259C	6.90643961246132	YMR259C	0	0	0	6.3140964862443	7.36611235243137	1.05201586618707	S	NA	NA	NA	NA	0	0	0	NA	0
YMR260C	6.63514766323602	YMR260C	0	0	0	6.65131149644334	5.5114205980679	-1.13989089837543	S	NA	NA	NA	NA	0	0	0	NA	0
YMR261C	14.8612949984061	YMR261C	2	1	1	6.33818549097756	5.60455767668695	-0.733627814290607	ssd_wgd	NA	PCA(18467557);PCA(22615397)	2	2	0	1	1	1	1
YMR261C	14.8612949984061	YMR261C	2	1	1	6.33818549097756	5.60455767668695	-0.733627814290607	ssd_wgd	NA	PCA(18467557);PCA(22615397)	2	2	0	1	1	1	1
YMR262W	6.85937345495053	YMR262W	0	0	0	3.86350240526411	3.6841118008666	-0.179390604397514	S	NA	NA	NA	NA	0	0	0	NA	0
YMR263W	11.0849404866059	YMR263W	1	0	0	5.58916723357045	5.07029056860067	-0.518876664969778	S	NA	Affinity Capture-MS(16286008);Affinity Capture-MS(16554755)	2	1	0	1	1	NA	1
YMR264W	12.4515144464447	YMR264W	1	0	0	5.87321523186372	6.34007262383112	0.4668573919674	ssd-successiv	NA	Affinity Capture-MS(22940862);Reconstituted Complex(19366730)	2	1	0	1	1	NA	1
YMR265C	6.72734242598007	YMR265C	0	0	0	4.17973396605741	4.07081005259229	-0.108923913465119	S	NA	NA	NA	NA	0	0	0	NA	0
YMR266W	13.4934794387502	YMR266W	0	1	1	3.90376136512808	4.85511265478514	0.951351289657066	ssd-successiv	NA	NA	NA	NA	0	0	1	NA	1
YMR270C	11.4280109787362	YMR270C	0	0	0	5.91208695075158	5.60799306137445	-0.304093889377134	ssd-successiv	NA	Affinity Capture-Western(29357286)	1	0	0	0	0	NA	0
YMR272W-B	6.483613129418	YMR272W-B	0	0	0	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	0	NA	0
YMR273C	11.7493895507573	YMR273C	0	0	0	5.84204102661434	5.97388445256649	0.131843425952143	wgd	NA	Two-hybrid(11489916)	1	0	0	0	0	NA	0
YMR275C	10.7448529447778	YMR275C	0	0	0	5.45204516062853	5.73752182619975	0.285476665571221	wgd	NA	Two-hybrid(22875988)	1	0	0	0	0	0	0
YMR279C	7.22621715384157	YMR279C	0	0	0	1.27911466371099	1.88912304772251	0.610008384011524	ssd_wgd	NA	PCA(16093310)	1	0	0	0	0	NA	0
YMR280C	10.7342762268183	YMR280C	3	0	0	6.23813337248606	7.33488107833132	1.09674770584525	ssd-successiv	NA	Affinity Capture-MS(16554755);Protein-peptide(11967834);Two-hybrid(11486018);Two-hybrid(22875988)	4	3	0	1	1	NA	1
YMR281W	11.5699080589792	YMR281W	0	0	0	4.65863423044338	6.66898423259962	2.01035000215624	S	NA	NA	NA	NA	0	0	0	NA	0
YMR282C	6.89400227814181	YMR282C	0	0	0	4.88393844790833	5.72006500063068	0.836126552722353	S	NA	NA	NA	NA	0	0	0	NA	0
YMR283C	6.78112121211054	YMR283C	0	0	0	4.57473126266284	4.66316811470095	0.0884368520381038	S	NA	NA	NA	NA	0	0	0	NA	0
YMR284W	10.8139000701788	YMR284W	0	0	0	3.52049768158917	4.85511265478514	1.33461497319597	ssd-successiv	NA	Affinity Capture-MS(16554755)	1	0	0	0	0	NA	0
YMR285C	11.0042184145631	YMR285C	0	0	0	5.16453288337933	6.20966195645332	1.04512907307399	wgd	NA	NA	NA	NA	0	0	0	NA	0
YMR287C	11.128807002878	YMR287C	0	0	0	4.72010879081651	5.60799306137445	0.887884270557937	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YMR289W	11.505277967481	YMR289W	1	0	0	4.07450543636363	5.07029056860067	0.995785132237038	S	NA	Reconstituted Complex(17873082)	1	1	NA	1	1	NA	1
YMR290C	11.1716026189642	YMR290C	3	0	0	5.77829532476729	6.73405924490055	0.955763920133265	ssd-successiv	NA	Affinity Capture-Western(23788678);Affinity Capture-Western(25877921);Two-hybrid(25877921)	3	3	0	1	1	NA	1
YMR292W	13.9254879311699	YMR292W	0	1	1	5.39933860081784	4.93707598070345	-0.462262620114386	S	NA	PCA(18467557)	1	0	0	0	1	NA	1
YMR293C	11.6398605442358	YMR293C	0	0	0	3.93253367488182	4.55668690709663	0.624153232214814	ssd-successiv	NA	NA	NA	NA	0	0	0	NA	0
YMR296C	6.94246682397488	YMR296C	0	0	0	5.04899029897778	5.11209540839529	0.0631051094175135	ssd-successiv	NA	Affinity Capture-Western(20182505)	1	0	0	0	0	NA	0
YMR297W	13.1492216368426	YMR297W	1	1	1	6.78343046140204	6.37731813190065	-0.406112329501396	ssd-successiv	NA	Affinity Capture-MS(16554755);Affinity Capture-Western(21486563)	2	1	0	1	1	NA	1
YMR298W	6.6985699031178	YMR298W	1	0	0	5.96247498920616	4.62687129638928	-1.33560369281688	S	NA	Affinity Capture-Western(15692566);Two-hybrid(11283351)	2	1	NA	1	1	NA	1
YMR299C	10.961619668462	YMR299C	0	0	0	3.39352877791515	4.18882816241232	0.79529938449717	S	NA	PCA(18467557)	1	0	0	0	0	NA	0
YMR300C	15.6247172399578	YMR300C	3	1	1	7.51514788214984	7.58214951038038	0.0670016282305355	ssd	NA	PCA(18467557);PCA(22615397);Two-hybrid(18719252)	3	3	0	1	1	NA	1
YMR301C	6.86385388873634	YMR301C	2	0	0	5.20130451275499	4.77415977910525	-0.427144733649746	ssd-successiv	NA	Affinity Capture-Western(15225610);Co-crystal Structure(24604199)	2	2	0	1	1	NA	1
