	complex name: list	gene id: list	data source: list	gene name: list
211	Mitochondrial proton-transporting ATP synthase complex	YBL099W,YBR039W,YDL004W,YDR298C,YDR322C-A,YDR377W,YJR121W,YKL016C,YLR295C,YML081C-A,YOL077W-A,YPL078C,YPL271W,YPR020W	complex portal	ATP1,ATP14,ATP15,ATP16,ATP17,ATP18,ATP19,ATP2,ATP20,ATP3,ATP4,ATP5,ATP7,TIM11
212	wodaklab complex#39	YBL099W,YBR039W,YDR298C,YDR377W,YJR121W,YKL005C,YKL016C,YLR295C,YNL315C,YPL078C,YPL271W	wodaklab	ATP1,ATP11,ATP14,ATP15,ATP17,ATP2,ATP3,ATP4,ATP5,ATP7,BYE1
213	mitochondrial proton-transporting ATP synthase complex	YBL099W,YBR039W,YDR298C,YKL016C	benchshop	ATP1,ATP3,ATP5,ATP7
214	wodaklab complex#138	YBL103C,YJR103W,YMR118C,YOL067C	wodaklab	RTG1,RTG3,URA8,YMR118C
215	RTG transcription factor complex,Rtg1-Rtg3 bHLH-Zip complex	YBL103C,YOL067C	complex portal,benchshop	RTG1,RTG3
216	wodaklab complex#55	YBL104C,YDL116W,YGL092W,YGL100W,YJR042W,YKL057C,YKL186C,YLR208W,YPL169C	wodaklab	MEX67,MTR2,NUP120,NUP145,NUP84,NUP85,SEA4,SEC13,SEH1
217	SEA complex	YBL104C,YDR128W,YEL062W,YGL100W,YHL023C,YJR138W,YLR208W,YOL138C	complex portal	IML1,MTC5,NPR2,NPR3,RTC1,SEA4,SEC13,SEH1
218	putative Pck1-Eno1 complex,wodaklab complex#423	YBL105C,YGR254W	benchshop,wodaklab	ENO1,PKC1
219	wodaklab complex#614	YBL112C,YLR390W	wodaklab	ECM19,YBL112C
220	wodaklab complex#630	YBR001C,YKR009C	wodaklab	FOX2,NTH2
221	Dehydrodolichyl diphosphate synthase complex variant RER2	YBR002C,YDL193W	complex portal	NUS1,RER2
222	wodaklab complex#321	YBR004C,YBR005W,YLR206W	wodaklab	ENT2,GPI18,RCR1
223	Glycosylphosphatidylinositol-mannosyltransferase II complex,mannosyltransferase complex (GO)	YBR004C,YNL158W	complex portal,benchshop	GPI18,PGA1
224	HAT-A4 complex	YBR009C,YBR010W,YEL056W,YLL022C,YNL030W,YNL031C,YOL054W,YPL001W	benchshop	HAT1,HAT2,HHF1,HHF2,HHT1,HHT2,HIF1,PSH1
225	wodaklab complex#171	YBR009C,YBR245C,YDR121W,YDR224C,YGL133W,YIL126W,YJL065C,YKR001C,YOR304W,YPL082C	wodaklab	DLS1,DPB4,HHF1,HTB1,ISW1,ISW2,ITC1,MOT1,STH1,VPS1
226	Nucleosome, variant HTA1-HTB1 	YBR009C,YDR225W,YNL031C	complex portal	HHF1,HHT2,HTA1
227	wodaklab complex#57	YBR009C,YEL056W,YLL022C,YNL030W,YNL031C,YNL088W,YOL054W,YPL001W	wodaklab	HAT1,HAT2,HHF1,HHF2,HHT2,HIF1,PSH1,TOP2
228	Nucleosome, variant HTZ1-HTB1 	YBR009C,YNL031C,YOL012C	complex portal	HHF1,HHT2,HTZ1
229	putative Ipp1-Ack1-Rom2 complex	YBR011C,YDL203C,YLR371W	benchshop	ACK1,IPP1,ROM2
230	wodaklab complex#88	YBR011C,YDL203C,YLR371W,YLR425W,YPL066W	wodaklab	ACK1,IPP1,ROM2,TUS1,YPL066W
231	putative Ipp1-Tus1-Ypl066w complex	YBR011C,YLR425W,YPL066W	benchshop	IPP1,TUS1,YPL066W
232	wodaklab complex#380	YBR014C,YNL311C	wodaklab	GRX7,SKP2
233	wodaklab complex#360	YBR015C,YOR370C	wodaklab	MNN2,MRS6
234	wodaklab complex#616	YBR017C,YEL022W,YGR218W,YHR020W,YJR077C	wodaklab	CRM1,GEA2,KAP104,MIR1,YHR020W
235	wodaklab complex#352	YBR017C,YOR160W	wodaklab	KAP104,MTR10
236	wodaklab complex#329	YBR018C,YOR373W	wodaklab	GAL7,NUD1
237	GAL1-GAL80 transcription regulation complex	YBR020W,YML051W	complex portal	GAL1,GAL80
238	wodaklab complex#534	YBR025C,YDL185W,YFR009W,YGL195W,YKL104C	wodaklab	GCN1,GCN20,GFA1,OLA1,VMA1
239	wodaklab complex#30	YBR029C,YBR127C,YDL185W,YDR304C,YEL051W,YGR020C,YHR039C-A,YJR033C,YKL080W,YOL019W,YOR332W,YPR036W	wodaklab	CDS1,CPR5,RAV1,VMA1,VMA10,VMA13,VMA2,VMA4,VMA5,VMA7,VMA8,YOL019W
240	putative Map1-Ybr030w complex	YBR030W,YLR244C	benchshop	MAP1,RKM3
241	wodaklab complex#581	YBR033W,YOL083W	wodaklab	ATG34,EDS1
242	putative Hmt1-Scd6-Psp2 complex,wodaklab complex#227	YBR034C,YML017W,YPR129W	benchshop,wodaklab	HMT1,PSP2,SCD6
243	wodaklab complex#12	YBR035C,YBR082C,YBR092C,YDL110C,YDL120W,YDR098C,YER057C,YER063W,YFL010C,YGR229C,YHR005C-A,YJL121C,YKL054C,YKR084C,YLR179C,YML072C,YMR183C,YMR295C,YMR311C,YNL259C,YNL281W,YNR019W,YOL123W,YOR286W,YPL059W	wodaklab	ARE2,ATX1,DEF1,GLC8,GRX3,GRX5,HBS1,HCH1,HMF1,HRP1,PDX3,PHO3,RDL2,RPE1,SMI1,SSO2,TCB3,THO1,TIM10,TMA17,UBC4,WWM1,YFH1,YLR179C,YMR295C
244	Mannosyl phosphorylinositol ceramide synthase CSH1-CSG2	YBR036C,YBR161W	complex portal	CSG2,CSH1
245	wodaklab complex#543	YBR036C,YMR097C	wodaklab	CSG2,MTG1
246	Mannosyl phosphorylinositol ceramide synthase SUR1-CSG2	YBR036C,YPL057C	complex portal	CSG2,SUR1
247	wodaklab complex#115	YBR043C,YCR073C,YDR386W,YPL216W	wodaklab	MUS81,QDR3,SSK22,YPL216W
248	wodaklab complex#81	YBR044C,YJL099W,YKR027W,YLR330W,YMR237W,YOR299W	wodaklab	BCH1,BCH2,BUD7,CHS5,CHS6,TCM62
249	protein phosphatase type 1 complex (GO)	YBR045C,YBR050C,YDR028C,YER054C,YER133W,YLR273C,YOR178C	benchshop	GAC1,GIP1,GIP2,GLC7,PIG1,REG1,REG2
250	REG2-GLC7 phosphatase complex	YBR050C,YER133W	complex portal	GLC7,REG2
251	putative Ycp4-Rfs1-Pst2 complex,wodaklab complex#245	YBR052C,YCR004C,YDR032C	benchshop,wodaklab	PST2,RFS1,YCP4
252	U4-U6 x U5 tri-snRNP complex	YBR055C,YDL098C,YDR473C,YER029C,YER172C,YGR074W,YGR091W,YHR165C,YKL173W,YLR147C,YLR275W,YOR308C,YPR082C,YPR178W	benchshop	BRR2,DIB1,PRP3,PRP31,PRP4,PRP6,PRP8,SMB1,SMD1,SMD2,SMD3,SNU114,SNU23,SNU66
253	U5 snRNP	YBR055C,YDR243C,YER029C,YER172C,YFL017W-A,YGR074W,YHR156C,YHR165C,YKL173W,YLR147C,YLR275W,YOR159C,YPR082C,YPR182W	complex portal	BRR2,DIB1,LIN1,PRP28,PRP6,PRP8,SMB1,SMD1,SMD2,SMD3,SME1,SMX2,SMX3,SNU114
254	MIS complex	YBR057C,YGL192W,YNL196C	complex portal	IME4,MUM2,SLZ1
255	SPOTS complex	YBR058C-A,YDR062W,YGR038W,YKL212W,YLR350W,YMR296C	complex portal	LCB1,LCB2,ORM1,ORM2,SAC1,TSC3
256	wodaklab complex#70	YBR060C,YEL056W,YHR118C,YLL004W,YML065W,YNL261W,YPR162C	wodaklab	HAT2,ORC1,ORC2,ORC3,ORC4,ORC5,ORC6
257	Nuclear origin recognition complex,origin recognition complex	YBR060C,YHR118C,YLL004W,YML065W,YNL261W,YPR162C	complex portal,benchshop	ORC1,ORC2,ORC3,ORC4,ORC5,ORC6
258	putative Trm7-Ymr259c complex,wodaklab complex#604	YBR061C,YMR259C	benchshop,wodaklab	TRM7,YMR259C
259	putative Trm7-Rtt10 complex	YBR061C,YPL183C	benchshop	RTT10,TRM7
260	wodaklab complex#167	YBR068C,YLL027W,YNL121C,YOL141W	wodaklab	BAP2,ISA1,PPM2,TOM70
261	wodaklab complex#584	YBR069C,YHR213W-B	wodaklab	TAT1,YHR213W-B
262	UDP-N-acetylglucosamine transferase complex,UDP-N-acetylglucosamine transferase complex (GO)	YBR070C,YGL047W	complex portal,benchshop	ALG13,ALG14
263	wodaklab complex#659	YBR072W,YNL064C	wodaklab	HSP26,YDJ1
264	wodaklab complex#224	YBR073W,YHR063C,YKL195W	wodaklab	MIA40,PAN5,RDH54
265	EGO complex	YBR077C,YCR075W-A,YGR163W,YKR007W,YML121W	complex portal	GTR1,GTR2,MEH1,SLM4,nan
266	GSE complex	YBR077C,YGR163W,YKL143W,YKR007W,YML121W	complex portal	GTR1,GTR2,LTV1,MEH1,SLM4
267	wodaklab complex#513	YBR078W,YDL181W	wodaklab	ECM33,INH1
268	Eukaryotic translation initiation factor 3 core complex	YBR079C,YDR429C,YMR146C,YMR309C,YOR361C	complex portal	NIP1,PRT1,RPG1,TIF34,TIF35
269	SAGA complex	YBR081C,YBR111W-A,YBR198C,YCL010C,YDR145W,YDR167W,YDR176W,YDR392W,YDR448W,YER164W,YGL066W,YGL112C,YGR252W,YHR099W,YLR055C,YMR223W,YMR236W,YOL148C,YPL047W,YPL254W	complex portal	ADA2,CHD1,GCN5,HFI1,NGG1,SGF11,SGF29,SGF73,SPT20,SPT3,SPT7,SPT8,SUS1,TAF10,TAF12,TAF5,TAF6,TAF9,TRA1,UBP8
270	wodaklab complex#9	YBR081C,YBR198C,YBR270C,YCL010C,YDR145W,YDR167W,YDR176W,YDR392W,YDR448W,YER148W,YER161C,YGL066W,YGL112C,YGR252W,YGR274C,YHR099W,YKL220C,YKR041W,YLR055C,YML015C,YML098W,YMR005W,YMR223W,YMR227C,YMR236W,YOL148C,YPL011C,YPL047W,YPL254W	wodaklab	ADA2,BIT2,FRE2,GCN5,HFI1,NGG1,SGF11,SGF29,SGF73,SPT15,SPT2,SPT20,SPT3,SPT7,SPT8,TAF1,TAF10,TAF11,TAF12,TAF13,TAF3,TAF4,TAF5,TAF6,TAF7,TAF9,TRA1,UBP8,YKR041W
271	SAGA complex	YBR081C,YBR198C,YCL010C,YDR145W,YDR167W,YDR176W,YDR392W,YDR448W,YGL066W,YGL112C,YGR252W,YHR099W,YLR055C,YMR223W,YMR236W,YOL148C,YPL047W,YPL254W	benchshop	ADA2,GCN5,HFI1,NGG1,SGF11,SGF29,SGF73,SPT20,SPT3,SPT7,SPT8,TAF10,TAF12,TAF5,TAF6,TAF9,TRA1,UBP8
272	SLIK (SAGA-like) complex	YBR081C,YBR198C,YDR145W,YDR167W,YDR176W,YDR392W,YDR448W,YER164W,YGL066W,YGL112C,YGL252C,YGR252W,YHR099W,YMR223W,YMR236W,YOL148C,YPL254W	complex portal	ADA2,CHD1,GCN5,HFI1,NGG1,RTG2,SGF73,SPT20,SPT3,SPT7,TAF10,TAF12,TAF5,TAF6,TAF9,TRA1,UBP8
273	proteasome complex (GO)	YBR082C,YDR059C,YDR069C,YDR177W,YEL037C,YGL058W,YGR184C,YHL030W,YHR052W	benchshop	CIC1,DOA4,ECM29,RAD23,RAD6,UBC1,UBC4,UBC5,UBR1
274	putative Ubc4-Ufd4 complex	YBR082C,YKL010C	benchshop	UBC4,UFD4
275	Tec1/Ste12/Dig1 transcription regulation complex	YBR083W,YHR084W,YPL049C	complex portal	DIG1,STE12,TEC1
276	wodaklab complex#76	YBR083W,YKL002W,YKL041W,YKR035W-A,YLR025W,YPR173C	wodaklab	DID2,DID4,SNF7,TEC1,VPS24,VPS4
277	CTF18-RFC complex	YBR087W,YCL016C,YHR191C,YJR068W,YMR078C,YNL290W,YOL094C	complex portal	CTF18,CTF8,DCC1,RFC2,RFC3,RFC4,RFC5
278	wodaklab complex#49	YBR087W,YDL180W,YJR068W,YMR078C,YNL290W,YOL094C,YOR019W,YOR144C,YOR217W	wodaklab	CTF18,ELG1,RFC1,RFC2,RFC3,RFC4,RFC5,YDL180W,YOR019W
279	Rad17 RFC-like complex	YBR087W,YER173W,YJR068W,YNL290W,YOL094C	complex portal	RAD24,RFC2,RFC3,RFC4,RFC5
280	ELG1-RFC complex 	YBR087W,YJR068W,YNL290W,YOL094C,YOR144C	complex portal	ELG1,RFC2,RFC3,RFC4,RFC5
281	Elg1 RFC-like complex	YBR087W,YJR068W,YNL290W,YOL094C,YOR144C,YOR217W	benchshop	ELG1,RFC1,RFC2,RFC3,RFC4,RFC5
282	DNA replication factor C complex	YBR087W,YJR068W,YNL290W,YOL094C,YOR217W	complex portal	RFC1,RFC2,RFC3,RFC4,RFC5
283	PCNA homotrimer,PCNA complex (GO)	YBR088C	complex portal,benchshop	POL30
284	Mitochondrial inner membrane twin-pore carrier translocase	YBR091C,YDL217C,YEL020W-A,YHR005C-A,YJL054W,YOR297C	complex portal	TIM10,TIM12,TIM18,TIM22,TIM54,TIM9
285	mitochondrial inner membrane protein insertion complex (GO)	YBR091C,YDL217C,YJL054W,YOR297C	benchshop	TIM12,TIM18,TIM22,TIM54
286	TIM9-TIM10-TIM12 mitochondrial intermembrane space protein transporter complex	YBR091C,YEL020W-A,YHR005C-A	complex portal	TIM10,TIM12,TIM9
287	wodaklab complex#23	YBR092C,YBR244W,YBR272C,YDL120W,YDR002W,YFL038C,YGR008C,YHR049W,YLR257W,YMR260C,YMR311C,YOR020W-A,YOR042W,YOR232W,YPR154W	wodaklab	CUE5,FSH1,GLC8,GPX2,HSM3,MGE1,PHO3,PIN3,STF2,TIF11,YFH1,YLR257W,YOR020W-A,YPT1,YRB1
288	Dcp1-Dcp2 decapping enzyme complex,wodaklab complex#128	YBR094W,YEL015W,YNL118C,YOL149W	benchshop,wodaklab	DCP1,DCP2,EDC3,PBY1
289	Phosphatidylinositol 3-kinase complex I	YBR097W,YBR128C,YLR211C,YLR240W,YPL120W	complex portal	ATG14,ATG38,VPS15,VPS30,VPS34
290	Phosphatidylinositol 3-kinase complex II,phosphatidylinositol 3-kinase complex II,wodaklab complex#118	YBR097W,YLR240W,YLR360W,YPL120W	complex portal,benchshop,wodaklab	VPS15,VPS30,VPS34,VPS38
291	Deoxyribonuclease complex MUS81-MMS4,Holliday junction resolvase complex (GO)	YBR098W,YDR386W	complex portal,benchshop	MMS4,MUS81
292	wodaklab complex#33	YBR102C,YDR166C,YER008C,YGL233W,YIL068C,YJL085W,YLL007C,YLR166C,YNL087W,YPR055W	wodaklab	EXO70,EXO84,SEC10,SEC15,SEC3,SEC5,SEC6,SEC8,TCB2,YLL007C
293	Exocyst,exocyst	YBR102C,YDR166C,YER008C,YGL233W,YIL068C,YJL085W,YLR166C,YPR055W	complex portal,benchshop	EXO70,EXO84,SEC10,SEC15,SEC3,SEC5,SEC6,SEC8
294	wodaklab complex#53	YBR103W,YCR033W,YDR155C,YGL194C,YIL112W,YKR029C,YNR020C,YOL068C	wodaklab	ATP23,CPR1,HOS2,HOS4,HST1,SET3,SIF2,SNT1
295	SET3C histone deacetylase complex,Set3C	YBR103W,YCR033W,YDR155C,YGL194C,YIL112W,YKR029C,YOL068C	complex portal,benchshop	CPR1,HOS2,HOS4,HST1,SET3,SIF2,SNT1
296	GID complex	YBR105C,YCL039W,YDL176W,YDR255C,YGL227W,YIL017C,YIL097W,YMR135C	benchshop	FYV10,GID7,GID8,RMD5,VID24,VID28,VID30,YDL176W
297	GID ubiquitin ligase complex	YBR105C,YCL039W,YDR255C,YGL227W,YIL017C,YIL097W,YMR135C	complex portal	FYV10,GID7,GID8,RMD5,VID24,VID28,VID30
298	wodaklab complex#52	YBR105C,YDL176W,YDR255C,YGL227W,YIL017C,YIL097W,YLR091W,YMR135C	wodaklab	FYV10,GEP5,GID8,RMD5,VID24,VID28,VID30,YDL176W
299	wodaklab complex#586	YBR106W,YJL167W	wodaklab	ERG20,PHO88
300	COMA complex	YBR107C,YBR211C,YDR254W,YDR318W,YDR383C,YGR179C,YJR135C,YLR315W,YLR381W,YPL018W,YPR046W	benchshop	AME1,CHL4,CTF19,CTF3,IML3,MCM16,MCM21,MCM22,NKP1,NKP2,OKP1
301	wodaklab complex#277	YBR107C,YDR229W,YER119C	wodaklab	AVT6,IML3,IVY1
302	Spindle pole body central plaque complex	YBR109C,YDR356W,YKL042W,YPL124W	complex portal	CMD1,SPC110,SPC29,SPC42
303	wodaklab complex#286	YBR109C,YFR014C,YLR433C	wodaklab	CMD1,CMK1,CNA1
304	putative Cmd1-Mlc1-Myo2-Myo1-Mlc2 complex	YBR109C,YGL106W,YHR023W,YOR326W,YPR188C	benchshop	CMD1,MLC1,MLC2,MYO1,MYO2
305	Myosin class V complex, MYO2 variant	YBR109C,YGL106W,YOR326W	complex portal	CMD1,MLC1,MYO2
306	wodaklab complex#565	YBR109C,YGL242C,YKL129C,YLR337C,YMR109W	wodaklab	CMD1,MYO3,MYO5,VRP1,YGL242C
307	Myosin class I complex, MYO3 variant	YBR109C,YKL129C	complex portal	CMD1,MYO3
308	Myosin class I complex, MYO5 variant	YBR109C,YMR109W	complex portal	CMD1,MYO5
309	wodaklab complex#365	YBR110W,YPL242C	wodaklab	ALG1,IQG1
310	wodaklab complex#248	YBR111C,YIL051C,YOR257W	wodaklab	CDC31,MMF1,YSA1
311	TREX-2 complex	YBR111W-A,YDR159W,YOL072W,YOR257W	complex portal	CDC31,SAC3,SUS1,THP1
312	CYP8-TUP1 corepressor complex,Cyc8-Tup1 corepressor complex	YBR112C,YCR084C	complex portal,benchshop	CYC8,TUP1
313	wodaklab complex#371	YBR112C,YLR380W	wodaklab	CSR1,CYC8
314	repairosome (GO)	YBR114W,YEL037C,YER162C,YJR052W	benchshop	RAD16,RAD23,RAD4,RAD7
315	Cul3-RING ubiquitin ligase complex (GO)	YBR114W,YGR003W,YJR052W,YNL230C,YPL046C	benchshop	CUL3,ELA1,ELC1,RAD16,RAD7
316	Global genome repair CUL3/RAD7/RAD16/ELC1 ubiquitin ligase complex	YBR114W,YGR003W,YJR052W,YPL046C	complex portal	CUL3,ELC1,RAD16,RAD7
317	Nucleotide excision repair factor 4 complex	YBR114W,YJR052W,YKL112W	complex portal	ABF1,RAD16,RAD7
318	nucleotide-excision repair factor 4 complex (GO)	YBR114W,YJR052W,YKL112W,YPL046C	benchshop	ABF1,ELC1,RAD16,RAD7
319	wodaklab complex#500	YBR115C,YGL154C	wodaklab	LYS2,LYS5
320	putative Tkl2-Tkl1 isozyme complex,wodaklab complex#485	YBR117C,YPR074C	benchshop,wodaklab	TKL1,TKL2
321	U1 snRNP	YBR119W,YDL087C,YDR235W,YDR240C,YER029C,YFL017W-A,YGR013W,YGR074W,YHR086W,YIL061C,YKL012W,YLR147C,YLR275W,YLR298C,YML046W,YOR159C,YPR182W	complex portal	LUC7,MUD1,NAM8,PRP39,PRP40,PRP42,SMB1,SMD1,SMD2,SMD3,SME1,SMX2,SMX3,SNP1,SNU56,SNU71,YHC1
322	wodaklab complex#16	YBR119W,YDL087C,YDR235W,YDR240C,YER029C,YGR013W,YGR074W,YHR086W,YHR155W,YHR165C,YIL061C,YKL012W,YKL173W,YKL214C,YLR147C,YLR275W,YLR298C,YML046W,YML049C,YMR125W,YOR159C,YPL178W,YPR057W,YPR178W,YPR182W	wodaklab	BRR1,CBC2,LUC7,MUD1,NAM8,PRP39,PRP4,PRP40,PRP42,PRP8,RSE1,SMB1,SMD1,SMD2,SMD3,SME1,SMX3,SNP1,SNU114,SNU56,SNU71,STO1,YHC1,YRA2,YSP1
323	wodaklab complex#175	YBR120C,YOL107W,YPL215W	wodaklab	CBP3,CBP6,YOL107W
324	CBP3-CBP6 complex	YBR120C,YPL215W	complex portal	CBP3,CBP6
325	putative Ptc4-Ydr186c complex	YBR125C,YDR186C	benchshop	PTC4,YDR186C
326	wodaklab complex#244	YBR125C,YDR186C,YPL263C	wodaklab	KEL3,PTC4,YDR186C
327	Trehalose-6-phosphate synthase/phosphatase variant 2	YBR126C,YDR074W	complex portal	TPS1,TPS2
328	alpha,alpha-trehalose-phosphate synthase complex (UDP-forming),wodaklab complex#151	YBR126C,YDR074W,YML100W,YMR261C	benchshop,wodaklab	TPS1,TPS2,TPS3,TSL1
329	Trehalose-6-phosphate synthase/phosphatase variant 1	YBR126C,YDR074W,YMR261C	complex portal	TPS1,TPS2,TPS3
330	Vacuolar proton translocating ATPase complex, Golgi variant	YBR127C,YCL005W-A,YDL185W,YEL027W,YEL051W,YGR020C,YHR026W,YHR039C-A,YKL080W,YLR447C,YMR054W,YOR332W,YPL234C,YPR036W	complex portal	STV1,VMA1,VMA10,VMA11,VMA13,VMA16,VMA2,VMA3,VMA4,VMA5,VMA6,VMA7,VMA8,VMA9
331	Vacuolar proton translocating ATPase complex, vacuole variant	YBR127C,YCL005W-A,YDL185W,YEL027W,YEL051W,YGR020C,YHR026W,YHR039C-A,YKL080W,YLR447C,YOR270C,YOR332W,YPL234C,YPR036W	complex portal	VMA1,VMA10,VMA11,VMA13,VMA16,VMA2,VMA3,VMA4,VMA5,VMA6,VMA7,VMA8,VMA9,VPH1
332	vacuolar proton-transporting V-type ATPase, V1 domain	YBR127C,YDL185W,YEL051W,YGR020C,YHR039C-A,YJR033C,YKL080W,YOR332W,YPR036W	benchshop	RAV1,TFP1,VMA10,VMA13,VMA2,VMA4,VMA5,VMA7,VMA8
333	wodaklab complex#486	YBR128C,YOR219C	wodaklab	ATG14,STE13
334	wodaklab complex#112	YBR131W,YDL015C,YGL124C,YHR175W,YKR086W	wodaklab	CCZ1,CTR2,MON1,PRP16,TSC13
335	MON1-CCZ1 complex	YBR131W,YGL124C	complex portal	CCZ1,MON1
336	wodaklab complex#279	YBR133C,YMR197C,YOR036W	wodaklab	HSL7,PEP12,VTI1
337	wodaklab complex#32	YBR135W,YBR155W,YBR160W,YDL155W,YKR091W,YLR079W,YLR210W,YMR199W,YNL181W,YPL256C	wodaklab	CDC28,CKS1,CLB3,CLB4,CLN1,CLN2,CNS1,SIC1,SRL3,YNL181W
338	cyclin-dependent protein kinase holoenzyme complex (GO)	YBR135W,YBR160W,YDL127W,YDL179W,YER059W,YGL134W,YGL215W,YHR071W,YIL050W,YNL289W,YOL001W,YPL219W,YPL256C	benchshop	CDC28,CKS1,CLG1,CLN2,PCL1,PCL10,PCL2,PCL5,PCL6,PCL7,PCL8,PCL9,PHO80
339	Cln-Cdc28 protein kinase complex	YBR135W,YBR160W,YDL155W,YKR091W,YLR079W,YLR210W,YMR199W,YPL256C	benchshop	CDC28,CKS1,CLB3,CLB4,CLN1,CLN2,SIC1,SRL3
340	CLN1-CDC28 kinase complex	YBR135W,YBR160W,YMR199W	complex portal	CDC28,CKS1,CLN1
341	CLN2-CDC28 kinase complex	YBR135W,YBR160W,YPL256C	complex portal	CDC28,CKS1,CLN2
342	GET4-GET5 transmembrane domain recognition complex	YBR137W,YLL026W,YOL111C,YOR007C,YOR164C	complex portal	GET4,HSP104,MDY2,SGT2,nan
343	wodaklab complex#231	YBR137W,YOL111C,YOR007C	wodaklab	MDY2,SGT2,YBR137W
344	putative Ybr137w-Sgt2-Mdy2-Yor164c complex	YBR137W,YOL111C,YOR007C,YOR164C	benchshop	GET4,MDY2,SGT2,YBR137W
345	wodaklab complex#1	YBR142W,YBR267W,YCL054W,YCR072C,YDL014W,YDL031W,YDL082W,YDR060W,YDR068W,YDR087C,YDR101C,YDR358W,YDR471W,YDR496C,YEL012W,YER006W,YER126C,YFL002C,YFR001W,YGL030W,YGL076C,YGL099W,YGL103W,YGL111W,YGL135W,YGL147C,YGL238W,YGR026W,YGR085C,YGR103W,YGR208W,YGR245C,YHR010W,YHR052W,YHR085W,YHR088W,YHR170W,YHR197W,YIL018W,YIL133C,YKL009W,YKL172W,YKR081C,YLL008W,YLL034C,YLL045C,YLR002C,YLR029C,YLR074C,YLR106C,YLR196W,YLR221C,YLR276C,YLR449W,YML073C,YMR049C,YMR229C,YMR242C,YMR290C,YNL002C,YNL061W,YNL110C,YNL124W,YNL175C,YNL182C,YNL272C,YNR053C,YOL041C,YOL077C,YOL122C,YOL127W,YOR063W,YOR206W,YOR272W,YOR294W,YPL012W,YPL043W,YPL093W,YPL131W,YPL198W,YPL211W,YPL249C-A,YPL260W,YPR016C,YPR169W	wodaklab	ARX1,BRX1,BUD20,CIC1,CSE1,DBP10,DBP9,DOS2,DRS1,EBP2,ERB1,FPR4,GGA1,HAS1,IPI1,IPI3,JIP5,LOC1,LSG1,MAK21,MAK5,MDN1,MRT4,NAF1,NIP7,NMD3,NOC2,NOC3,NOG1,NOG2,NOP1,NOP12,NOP13,NOP15,NOP2,NOP4,NOP7,NSA1,NSA2,NUG1,PUF6,PWP1,REI1,RIX1,RIX7,RLP7,RPF1,RPF2,RPL11B,RPL13A,RPL15A,RPL16A,RPL1B,RPL20A,RPL25,RPL27A,RPL27B,RPL28,RPL2B,RPL3,RPL30,RPL36B,RPL5,RPL6A,RPL7A,RPL7B,RPL8B,RPL9A,RRP1,RRP12,RRP5,RRS1,RSA3,RSA4,SDA1,SEC2,SER2,SMF1,SPB1,SPB4,TIF6,UBC8,YGR026W,YPL260W,YTM1
346	preribosome, large subunit precursor	YBR142W,YCL054W,YDL031W,YDR087C,YDR496C,YER006W,YFL002C,YGL111W,YGR103W,YHR052W,YHR088W,YKL009W,YKL172W,YKR081C,YLL008W,YLL034C,YLR002C,YLR449W,YMR049C,YMR229C,YMR290C,YNL002C,YNL061W,YNL110C,YOL077C,YOR206W,YOR272W,YPL093W,YPL211W,YPR016C	benchshop	BRX1,CIC1,DBP10,DRS1,EBP2,ERB1,FPR4,HAS1,MAK5,MRT4,NIP7,NOC2,NOC3,NOG1,NOP15,NOP2,NOP7,NSA1,NUG1,PUF6,RIX7,RLP7,RPF1,RPF2,RRP1,RRP5,SPB1,SPB4,TIF6,YTM1
347	Translation release factor ERF1-ERF3 complex,translation release factor complex,wodaklab complex#615	YBR143C,YDR172W	complex portal,benchshop,wodaklab	SUP35,SUP45
348	wodaklab complex#550	YBR145W,YIL031W	wodaklab	ADH5,ULP2
349	wodaklab complex#479	YBR147W,YKR097W	wodaklab	PCK1,RTC2
350	wodaklab complex#692	YBR148W,YGR049W	wodaklab	SCM4,YSW1
351	wodaklab complex#713	YBR149W,YDR453C	wodaklab	ARA1,TSA2
352	wodaklab complex#63	YBR150C,YHR012W,YJL053W,YJL154C,YOR069W,YOR132W,YPL070W	wodaklab	MUK1,PEP8,TBS1,VPS17,VPS29,VPS35,VPS5
353	wodaklab complex#308	YBR151W,YPL079W,YPR143W	wodaklab	APD1,RPL21B,RRP15
354	Spp381-Prp38 complex	YBR152W,YGR075C	benchshop	PRP38,SPP381
355	wodaklab complex#5	YBR154C,YDL115C,YDL140C,YDL150W,YDR005C,YDR045C,YDR156W,YDR404C,YER139C,YFR030W,YGL043W,YGL070C,YGL134W,YGR005C,YGR063C,YGR186W,YHR143W-A,YIL021W,YJL011C,YJL140W,YJL148W,YJR063W,YKL144C,YKL213C,YKR025W,YML010W,YNL027W,YNL113W,YNL151C,YNL248C,YNR003C,YOL005C,YOR116C,YOR151C,YOR207C,YOR210W,YOR224C,YOR340C,YOR341W,YPL129W,YPR010C,YPR093C,YPR110C,YPR187W,YPR190C	wodaklab	ASR1,CRZ1,DOA1,DST1,IWR1,MAF1,MET10,PCL10,RET1,RPA12,RPA135,RPA14,RPA190,RPA34,RPA43,RPA49,RPB10,RPB11,RPB2,RPB3,RPB4,RPB5,RPB7,RPB8,RPB9,RPC10,RPC11,RPC17,RPC19,RPC25,RPC31,RPC34,RPC37,RPC40,RPC53,RPC82,RPO21,RPO26,RPO31,RTR1,SPT4,SPT5,TAF14,TFG1,TFG2
