P1	sseqid_PDB	sseqid_chain	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	rank	P2
ENSP00000463042.1	4c0o	D	100	125	0	0	106	230	1	125	2e-80	243	1	ENSP00000229390.3,ENSP00000474283.1,ENSP00000449030.1
ENSP00000282397.4	4ckv	X	100	94	0	0	132	225	1	94	5e-58	199	23	ENSP00000495159.1,ENSP00000263923.4
ENSP00000282397.4	4cl7	A	100	94	0	0	132	225	1	94	5e-58	199	22	ENSP00000495159.1,ENSP00000263923.4
ENSP00000282397.4	4cl7	B	100	94	0	0	132	225	1	94	5e-58	199	21	ENSP00000495159.1,ENSP00000263923.4
ENSP00000282397.4	4cl7	C	100	94	0	0	132	225	1	94	5e-58	199	20	ENSP00000495159.1,ENSP00000263923.4
ENSP00000282397.4	4cl7	D	100	94	0	0	132	225	1	94	5e-58	199	19	ENSP00000495159.1,ENSP00000263923.4
ENSP00000353114.4	4cn0	A	100	96	0	0	108	203	2	97	2e-57	201	2	ENSP00000433789.1,ENSP00000257247.7,ENSP00000433635.1,ENSP00000367263.4,ENSP00000433286.1,ENSP00000435357.1,ENSP00000436845.1
ENSP00000353114.4	4cn0	B	100	96	0	0	108	203	2	97	2e-57	201	1	ENSP00000433789.1,ENSP00000257247.7,ENSP00000433635.1,ENSP00000367263.4,ENSP00000433286.1,ENSP00000435357.1,ENSP00000436845.1
ENSP00000335153.7	4cwf	A	100	228	0	0	131	358	3	230	4e-158	467	143	ENSP00000360709.5,ENSP00000325875.3,ENSP00000360609.1,ENSP00000481908.1
ENSP00000335153.7	4cwn	A	100	228	0	0	131	358	3	230	4e-158	467	142	ENSP00000360709.5,ENSP00000325875.3,ENSP00000360609.1,ENSP00000481908.1
ENSP00000335153.7	4cwo	A	100	228	0	0	131	358	3	230	4e-158	467	141	ENSP00000360709.5,ENSP00000325875.3,ENSP00000360609.1,ENSP00000481908.1
ENSP00000335153.7	4cwp	A	100	228	0	0	131	358	3	230	4e-158	467	140	ENSP00000360709.5,ENSP00000325875.3,ENSP00000360609.1,ENSP00000481908.1
ENSP00000335153.7	4cwq	A	100	228	0	0	131	358	3	230	4e-158	467	139	ENSP00000360709.5,ENSP00000325875.3,ENSP00000360609.1,ENSP00000481908.1
ENSP00000335153.7	4cwr	A	100	228	0	0	131	358	3	230	4e-158	467	138	ENSP00000360709.5,ENSP00000325875.3,ENSP00000360609.1,ENSP00000481908.1
ENSP00000335153.7	4cws	A	100	228	0	0	131	358	3	230	4e-158	467	137	ENSP00000360709.5,ENSP00000325875.3,ENSP00000360609.1,ENSP00000481908.1
ENSP00000335153.7	4cwt	A	100	228	0	0	131	358	3	230	4e-158	467	136	ENSP00000360709.5,ENSP00000325875.3,ENSP00000360609.1,ENSP00000481908.1
ENSP00000328213.4	4d8k	A	100	174	0	0	53	226	2	175	2e-122	363	2	ENSP00000428924.1,ENSP00000428424.1,ENSP00000428313.1
ENSP00000328213.4	4d8k	A	100	174	0	0	53	226	2	175	2e-122	363	2	ENSP00000365022.2,ENSP00000486627.1,ENSP00000420457.1,ENSP00000262651.3,ENSP00000429848.1,ENSP00000427757.1,ENSP00000365012.2,ENSP00000441169.1,ENSP00000444986.3,ENSP00000491964.1
ENSP00000340989.4	4dat	A	100	231	0	0	1	231	4	234	1e-169	474	33	ENSP00000379287.2,ENSP00000379286.3,ENSP00000309503.3,ENSP00000428860.1,ENSP00000430072.1,ENSP00000429623.1,ENSP00000428775.1,ENSP00000379283.2,ENSP00000379278.2,ENSP00000379281.3,ENSP00000395114.2,ENSP00000430058.1,ENSP00000429041.1,ENSP00000416551.1,ENSP00000394880.1,ENSP00000428381.1,ENSP00000430219.1,ENSP00000379288.2,ENSP00000398599.1
ENSP00000340989.4	4dau	A	100	231	0	0	1	231	4	234	1e-169	474	32	ENSP00000379287.2,ENSP00000379286.3,ENSP00000309503.3,ENSP00000428860.1,ENSP00000430072.1,ENSP00000429623.1,ENSP00000428775.1,ENSP00000379283.2,ENSP00000379278.2,ENSP00000379281.3,ENSP00000395114.2,ENSP00000430058.1,ENSP00000429041.1,ENSP00000416551.1,ENSP00000394880.1,ENSP00000428381.1,ENSP00000430219.1,ENSP00000379288.2,ENSP00000398599.1
ENSP00000311032.4	4dcj	B	100	102	0	0	176	277	1	102	2e-71	221	85	ENSP00000400094.1,ENSP00000358337.3,ENSP00000298701.7,ENSP00000358324.3,ENSP00000358321.1,ENSP00000398107.2,ENSP00000478999.1,ENSP00000478285.1,ENSP00000358327.3,ENSP00000480584.1
ENSP00000311032.4	4dcj	E	100	102	0	0	176	277	1	102	2e-71	221	84	ENSP00000400094.1,ENSP00000358337.3,ENSP00000298701.7,ENSP00000358324.3,ENSP00000358321.1,ENSP00000398107.2,ENSP00000478999.1,ENSP00000478285.1,ENSP00000358327.3,ENSP00000480584.1
ENSP00000311032.4	4dco	B	100	102	0	0	176	277	1	102	2e-71	221	83	ENSP00000400094.1,ENSP00000358337.3,ENSP00000298701.7,ENSP00000358324.3,ENSP00000358321.1,ENSP00000398107.2,ENSP00000478999.1,ENSP00000478285.1,ENSP00000358327.3,ENSP00000480584.1
ENSP00000311032.4	4dco	E	100	102	0	0	176	277	1	102	2e-71	221	82	ENSP00000400094.1,ENSP00000358337.3,ENSP00000298701.7,ENSP00000358324.3,ENSP00000358321.1,ENSP00000398107.2,ENSP00000478999.1,ENSP00000478285.1,ENSP00000358327.3,ENSP00000480584.1
ENSP00000311032.4	4dcp	B	100	102	0	0	176	277	1	102	2e-71	221	81	ENSP00000400094.1,ENSP00000358337.3,ENSP00000298701.7,ENSP00000358324.3,ENSP00000358321.1,ENSP00000398107.2,ENSP00000478999.1,ENSP00000478285.1,ENSP00000358327.3,ENSP00000480584.1
ENSP00000311032.4	4dcp	E	100	102	0	0	176	277	1	102	2e-71	221	80	ENSP00000400094.1,ENSP00000358337.3,ENSP00000298701.7,ENSP00000358324.3,ENSP00000358321.1,ENSP00000398107.2,ENSP00000478999.1,ENSP00000478285.1,ENSP00000358327.3,ENSP00000480584.1
ENSP00000317272.6	4deg	A	100	304	0	0	1066	1369	1	304	0	639	25	ENSP00000296474.3,ENSP00000407926.2,ENSP00000341325.4,ENSP00000393294.1,ENSP00000414792.1,ENSP00000482642.1,ENSP00000481084.1,ENSP00000482827.1
ENSP00000317272.6	4deh	A	100	304	0	0	1066	1369	1	304	0	639	24	ENSP00000296474.3,ENSP00000407926.2,ENSP00000341325.4,ENSP00000393294.1,ENSP00000414792.1,ENSP00000482642.1,ENSP00000481084.1,ENSP00000482827.1
ENSP00000317272.6	4dei	A	100	304	0	0	1066	1369	1	304	0	639	23	ENSP00000296474.3,ENSP00000407926.2,ENSP00000341325.4,ENSP00000393294.1,ENSP00000414792.1,ENSP00000482642.1,ENSP00000481084.1,ENSP00000482827.1
ENSP00000364907.4	4dfl	A	100	273	0	0	363	635	1	273	0	573	60	ENSP00000264972.5,ENSP00000400475.2
ENSP00000364907.4	4dfn	A	100	273	0	0	363	635	1	273	0	573	59	ENSP00000264972.5,ENSP00000400475.2
ENSP00000340989.4	4dhm	A	100	231	0	0	1	231	5	235	1e-169	474	43	ENSP00000379287.2,ENSP00000379286.3,ENSP00000309503.3,ENSP00000428860.1,ENSP00000430072.1,ENSP00000429623.1,ENSP00000428775.1,ENSP00000379283.2,ENSP00000379278.2,ENSP00000379281.3,ENSP00000395114.2,ENSP00000430058.1,ENSP00000429041.1,ENSP00000416551.1,ENSP00000394880.1,ENSP00000428381.1,ENSP00000430219.1,ENSP00000379288.2,ENSP00000398599.1
ENSP00000340989.4	4dhn	A	100	231	0	0	1	231	5	235	1e-169	474	42	ENSP00000379287.2,ENSP00000379286.3,ENSP00000309503.3,ENSP00000428860.1,ENSP00000430072.1,ENSP00000429623.1,ENSP00000428775.1,ENSP00000379283.2,ENSP00000379278.2,ENSP00000379281.3,ENSP00000395114.2,ENSP00000430058.1,ENSP00000429041.1,ENSP00000416551.1,ENSP00000394880.1,ENSP00000428381.1,ENSP00000430219.1,ENSP00000379288.2,ENSP00000398599.1
ENSP00000340989.4	4dho	A	100	231	0	0	1	231	5	235	1e-169	474	41	ENSP00000379287.2,ENSP00000379286.3,ENSP00000309503.3,ENSP00000428860.1,ENSP00000430072.1,ENSP00000429623.1,ENSP00000428775.1,ENSP00000379283.2,ENSP00000379278.2,ENSP00000379281.3,ENSP00000395114.2,ENSP00000430058.1,ENSP00000429041.1,ENSP00000416551.1,ENSP00000394880.1,ENSP00000428381.1,ENSP00000430219.1,ENSP00000379288.2,ENSP00000398599.1
ENSP00000340989.4	4dhp	A	100	231	0	0	1	231	5	235	1e-169	474	40	ENSP00000379287.2,ENSP00000379286.3,ENSP00000309503.3,ENSP00000428860.1,ENSP00000430072.1,ENSP00000429623.1,ENSP00000428775.1,ENSP00000379283.2,ENSP00000379278.2,ENSP00000379281.3,ENSP00000395114.2,ENSP00000430058.1,ENSP00000429041.1,ENSP00000416551.1,ENSP00000394880.1,ENSP00000428381.1,ENSP00000430219.1,ENSP00000379288.2,ENSP00000398599.1
ENSP00000340989.4	4dhq	A	100	231	0	0	1	231	5	235	1e-169	474	39	ENSP00000379287.2,ENSP00000379286.3,ENSP00000309503.3,ENSP00000428860.1,ENSP00000430072.1,ENSP00000429623.1,ENSP00000428775.1,ENSP00000379283.2,ENSP00000379278.2,ENSP00000379281.3,ENSP00000395114.2,ENSP00000430058.1,ENSP00000429041.1,ENSP00000416551.1,ENSP00000394880.1,ENSP00000428381.1,ENSP00000430219.1,ENSP00000379288.2,ENSP00000398599.1
ENSP00000340989.4	4dhr	A	100	231	0	0	1	231	5	235	1e-169	474	38	ENSP00000379287.2,ENSP00000379286.3,ENSP00000309503.3,ENSP00000428860.1,ENSP00000430072.1,ENSP00000429623.1,ENSP00000428775.1,ENSP00000379283.2,ENSP00000379278.2,ENSP00000379281.3,ENSP00000395114.2,ENSP00000430058.1,ENSP00000429041.1,ENSP00000416551.1,ENSP00000394880.1,ENSP00000428381.1,ENSP00000430219.1,ENSP00000379288.2,ENSP00000398599.1
ENSP00000340989.4	4dhs	A	100	231	0	0	1	231	5	235	1e-169	474	37	ENSP00000379287.2,ENSP00000379286.3,ENSP00000309503.3,ENSP00000428860.1,ENSP00000430072.1,ENSP00000429623.1,ENSP00000428775.1,ENSP00000379283.2,ENSP00000379278.2,ENSP00000379281.3,ENSP00000395114.2,ENSP00000430058.1,ENSP00000429041.1,ENSP00000416551.1,ENSP00000394880.1,ENSP00000428381.1,ENSP00000430219.1,ENSP00000379288.2,ENSP00000398599.1
ENSP00000340989.4	4dht	A	100	231	0	0	1	231	5	235	1e-169	474	36	ENSP00000379287.2,ENSP00000379286.3,ENSP00000309503.3,ENSP00000428860.1,ENSP00000430072.1,ENSP00000429623.1,ENSP00000428775.1,ENSP00000379283.2,ENSP00000379278.2,ENSP00000379281.3,ENSP00000395114.2,ENSP00000430058.1,ENSP00000429041.1,ENSP00000416551.1,ENSP00000394880.1,ENSP00000428381.1,ENSP00000430219.1,ENSP00000379288.2,ENSP00000398599.1
ENSP00000340989.4	4dhu	A	100	231	0	0	1	231	5	235	1e-169	474	35	ENSP00000379287.2,ENSP00000379286.3,ENSP00000309503.3,ENSP00000428860.1,ENSP00000430072.1,ENSP00000429623.1,ENSP00000428775.1,ENSP00000379283.2,ENSP00000379278.2,ENSP00000379281.3,ENSP00000395114.2,ENSP00000430058.1,ENSP00000429041.1,ENSP00000416551.1,ENSP00000394880.1,ENSP00000428381.1,ENSP00000430219.1,ENSP00000379288.2,ENSP00000398599.1
ENSP00000385749.1	4din	B	100	381	0	0	1	381	1	381	0	786	1	ENSP00000465445.1,ENSP00000351410.1,ENSP00000464715.1,ENSP00000466722.1,ENSP00000464977.1,ENSP00000376474.4,ENSP00000445625.1,ENSP00000464701.1,ENSP00000467500.1,ENSP00000467311.1,ENSP00000466649.1,ENSP00000467867.1,ENSP00000466459.1,ENSP00000465013.1,ENSP00000468106.2,ENSP00000466314.1,ENSP00000465740.1,ENSP00000376475.1
ENSP00000286301.3	4dkd	C	100	280	0	0	20	299	4	283	0	582	2	ENSP00000390987.2,ENSP00000288135.5
ENSP00000286301.3	4dkd	C	100	280	0	0	20	299	4	283	0	582	2	ENSP00000425648.1,ENSP00000257290.5,ENSP00000425626.1,ENSP00000424218.1,ENSP00000425902.1,ENSP00000426472.1,ENSP00000425232.1
ENSP00000286301.3	4dkd	C	100	280	0	0	20	299	4	283	0	582	2	ENSP00000241453.7,ENSP00000370374.2
ENSP00000300161.4	4dnk	A	100	246	0	0	1	246	2	247	0	507	4	ENSP00000379287.2,ENSP00000379286.3,ENSP00000309503.3,ENSP00000428860.1,ENSP00000430072.1,ENSP00000429623.1,ENSP00000428775.1,ENSP00000379283.2,ENSP00000379278.2,ENSP00000379281.3,ENSP00000395114.2,ENSP00000430058.1,ENSP00000429041.1,ENSP00000416551.1,ENSP00000394880.1,ENSP00000428381.1,ENSP00000430219.1,ENSP00000379288.2,ENSP00000398599.1
ENSP00000300161.4	4dnk	B	100	246	0	0	1	246	2	247	0	507	3	ENSP00000379287.2,ENSP00000379286.3,ENSP00000309503.3,ENSP00000428860.1,ENSP00000430072.1,ENSP00000429623.1,ENSP00000428775.1,ENSP00000379283.2,ENSP00000379278.2,ENSP00000379281.3,ENSP00000395114.2,ENSP00000430058.1,ENSP00000429041.1,ENSP00000416551.1,ENSP00000394880.1,ENSP00000428381.1,ENSP00000430219.1,ENSP00000379288.2,ENSP00000398599.1
ENSP00000408695.3	4dnl	A	100	139	0	0	155	293	2	140	1e-93	291	1	ENSP00000493817.1,ENSP00000318315.7,ENSP00000496129.1,ENSP00000305355.7,ENSP00000459227.1,ENSP00000457980.1,ENSP00000458564.1
ENSP00000362608.5	4dtk	A	100	276	0	0	30	305	1	276	0	567	89	ENSP00000353824.4
ENSP00000311579.6	4dvi	A	100	211	0	0	1104	1314	1	211	2e-147	451	24	ENSP00000360689.4
ENSP00000311579.6	4dvi	B	100	211	0	0	1104	1314	1	211	2e-147	451	23	ENSP00000360689.4
ENSP00000331504.3	4dyl	A	100	405	0	0	1	405	2	406	0	811	1	ENSP00000281092.4,ENSP00000421951.2,ENSP00000484767.1,ENSP00000394297.4,ENSP00000486048.1
ENSP00000429082.1	4ebv	A	100	276	0	0	455	730	29	304	0	585	23	ENSP00000380638.1,ENSP00000429694.1,ENSP00000430404.1,ENSP00000332816.6,ENSP00000428271.1,ENSP00000416174.1,ENSP00000427931.1,ENSP00000428837.1,ENSP00000391995.2
ENSP00000429082.1	4ebw	A	100	276	0	0	455	730	29	304	0	585	22	ENSP00000380638.1,ENSP00000429694.1,ENSP00000430404.1,ENSP00000332816.6,ENSP00000428271.1,ENSP00000416174.1,ENSP00000427931.1,ENSP00000428837.1,ENSP00000391995.2
ENSP00000385269.1	4ed5	A	100	169	0	0	18	186	1	169	3e-118	345	3	ENSP00000369453.4,ENSP00000223951.5,ENSP00000369460.1,ENSP00000391757.1,ENSP00000412602.1,ENSP00000380479.2,ENSP00000440998.1
ENSP00000385269.1	4ed5	A	100	169	0	0	18	186	1	169	3e-118	345	3	ENSP00000498319.1,ENSP00000498680.1,ENSP00000399939.2,ENSP00000360892.1,ENSP00000498865.1,ENSP00000349594.5,ENSP00000498979.1,ENSP00000498250.1,ENSP00000360889.1,ENSP00000360888.4,ENSP00000498618.1,ENSP00000360884.1,ENSP00000498318.1,ENSP00000498893.1,ENSP00000360886.1,ENSP00000498523.1
ENSP00000385269.1	4ed5	B	100	169	0	0	18	186	1	169	3e-118	345	2	ENSP00000369453.4,ENSP00000223951.5,ENSP00000369460.1,ENSP00000391757.1,ENSP00000412602.1,ENSP00000380479.2,ENSP00000440998.1
ENSP00000385269.1	4ed5	B	100	169	0	0	18	186	1	169	3e-118	345	2	ENSP00000498319.1,ENSP00000498680.1,ENSP00000399939.2,ENSP00000360892.1,ENSP00000498865.1,ENSP00000349594.5,ENSP00000498979.1,ENSP00000498250.1,ENSP00000360889.1,ENSP00000360888.4,ENSP00000498618.1,ENSP00000360884.1,ENSP00000498318.1,ENSP00000498893.1,ENSP00000360886.1,ENSP00000498523.1
ENSP00000335153.7	4eeh	A	100	228	0	0	131	358	2	229	2e-158	468	98	ENSP00000360709.5,ENSP00000325875.3,ENSP00000360609.1,ENSP00000481908.1
ENSP00000317272.6	4eev	A	100	309	0	0	1056	1364	9	317	0	647	17	ENSP00000296474.3,ENSP00000407926.2,ENSP00000341325.4,ENSP00000393294.1,ENSP00000414792.1,ENSP00000482642.1,ENSP00000481084.1,ENSP00000482827.1
ENSP00000335153.7	4eft	A	100	228	0	0	131	358	2	229	2e-158	468	97	ENSP00000360709.5,ENSP00000325875.3,ENSP00000360609.1,ENSP00000481908.1
ENSP00000335153.7	4efu	A	100	228	0	0	131	358	2	229	2e-158	468	96	ENSP00000360709.5,ENSP00000325875.3,ENSP00000360609.1,ENSP00000481908.1
ENSP00000335153.7	4egh	A	100	228	0	0	131	358	5	232	2e-158	468	135	ENSP00000360709.5,ENSP00000325875.3,ENSP00000360609.1,ENSP00000481908.1
ENSP00000335153.7	4egi	A	100	228	0	0	131	358	5	232	2e-158	468	134	ENSP00000360709.5,ENSP00000325875.3,ENSP00000360609.1,ENSP00000481908.1
ENSP00000335153.7	4egk	A	100	228	0	0	131	358	5	232	2e-158	468	133	ENSP00000360709.5,ENSP00000325875.3,ENSP00000360609.1,ENSP00000481908.1
ENSP00000385269.1	4egl	A	100	169	0	0	18	186	1	169	3e-118	345	1	ENSP00000369453.4,ENSP00000223951.5,ENSP00000369460.1,ENSP00000391757.1,ENSP00000412602.1,ENSP00000380479.2,ENSP00000440998.1
ENSP00000385269.1	4egl	A	100	169	0	0	18	186	1	169	3e-118	345	1	ENSP00000498319.1,ENSP00000498680.1,ENSP00000399939.2,ENSP00000360892.1,ENSP00000498865.1,ENSP00000349594.5,ENSP00000498979.1,ENSP00000498250.1,ENSP00000360889.1,ENSP00000360888.4,ENSP00000498618.1,ENSP00000360884.1,ENSP00000498318.1,ENSP00000498893.1,ENSP00000360886.1,ENSP00000498523.1
ENSP00000380638.1	4eku	A	100	389	0	0	21	409	4	392	0	810	1	ENSP00000429911.1,ENSP00000429929.1,ENSP00000429170.1,ENSP00000429082.1,ENSP00000429474.1,ENSP00000430916.1,ENSP00000428492.1,ENSP00000341189.3,ENSP00000428570.1,ENSP00000429129.1,ENSP00000429023.1,ENSP00000403416.2,ENSP00000430603.1,ENSP00000430828.1,ENSP00000429437.1,ENSP00000427774.1,ENSP00000431106.1,ENSP00000427972.1,ENSP00000429702.1,ENSP00000428593.1,ENSP00000429958.1,ENSP00000428482.1,ENSP00000428380.1,ENSP00000428232.1,ENSP00000429001.1,ENSP00000427825.1,ENSP00000429895.1,ENSP00000427762.1,ENSP00000428792.1,ENSP00000430277.1,ENSP00000427904.1,ENSP00000429530.1,ENSP00000427795.1,ENSP00000430951.1,ENSP00000430044.1,ENSP00000429907.1,ENSP00000429409.1,ENSP00000430037.1,ENSP00000429028.1,ENSP00000431023.1,ENSP00000378644.3
ENSP00000368884.3	4el9	A	100	301	0	0	46	346	5	305	0	621	8	ENSP00000265678.4,ENSP00000422435.1,ENSP00000427015.1,ENSP00000422484.1,ENSP00000386050.3,ENSP00000422197.1,ENSP00000427605.1,ENSP00000423114.1,ENSP00000425148.1,ENSP00000425458.1
ENSP00000362608.5	4enx	A	100	285	0	0	29	313	2	286	0	586	39	ENSP00000353824.4
ENSP00000362608.5	4eny	A	100	285	0	0	29	313	2	286	0	586	38	ENSP00000353824.4
ENSP00000328364.2	4eot	A	100	93	0	0	226	318	3	95	6e-61	196	2	ENSP00000362410.2
ENSP00000328364.2	4eot	B	100	93	0	0	226	318	3	95	6e-61	196	1	ENSP00000362410.2
ENSP00000371341.2	4ewh	A	100	275	0	0	180	454	1	275	0	578	11	ENSP00000458834.1,ENSP00000459799.1,ENSP00000475164.1,ENSP00000466590.1,ENSP00000460146.1
ENSP00000371341.2	4ewh	B	100	275	0	0	180	454	1	275	0	578	12	ENSP00000458834.1,ENSP00000459799.1,ENSP00000475164.1,ENSP00000466590.1,ENSP00000460146.1
ENSP00000364907.4	4f4p	A	100	271	0	0	365	635	1	271	0	569	62	ENSP00000264972.5,ENSP00000400475.2
ENSP00000385749.1	4f9k	A	100	63	0	0	11	73	33	95	1e-37	135	5	ENSP00000465445.1,ENSP00000351410.1,ENSP00000464715.1,ENSP00000466722.1,ENSP00000464977.1,ENSP00000376474.4,ENSP00000445625.1,ENSP00000464701.1,ENSP00000467500.1,ENSP00000467311.1,ENSP00000466649.1,ENSP00000467867.1,ENSP00000466459.1,ENSP00000465013.1,ENSP00000468106.2,ENSP00000466314.1,ENSP00000465740.1,ENSP00000376475.1
ENSP00000385749.1	4f9k	B	100	63	0	0	11	73	33	95	1e-37	135	4	ENSP00000465445.1,ENSP00000351410.1,ENSP00000464715.1,ENSP00000466722.1,ENSP00000464977.1,ENSP00000376474.4,ENSP00000445625.1,ENSP00000464701.1,ENSP00000467500.1,ENSP00000467311.1,ENSP00000466649.1,ENSP00000467867.1,ENSP00000466459.1,ENSP00000465013.1,ENSP00000468106.2,ENSP00000466314.1,ENSP00000465740.1,ENSP00000376475.1
ENSP00000385749.1	4f9k	C	100	63	0	0	11	73	33	95	1e-37	135	3	ENSP00000465445.1,ENSP00000351410.1,ENSP00000464715.1,ENSP00000466722.1,ENSP00000464977.1,ENSP00000376474.4,ENSP00000445625.1,ENSP00000464701.1,ENSP00000467500.1,ENSP00000467311.1,ENSP00000466649.1,ENSP00000467867.1,ENSP00000466459.1,ENSP00000465013.1,ENSP00000468106.2,ENSP00000466314.1,ENSP00000465740.1,ENSP00000376475.1
ENSP00000385749.1	4f9k	D	100	63	0	0	11	73	33	95	1e-37	135	2	ENSP00000465445.1,ENSP00000351410.1,ENSP00000464715.1,ENSP00000466722.1,ENSP00000464977.1,ENSP00000376474.4,ENSP00000445625.1,ENSP00000464701.1,ENSP00000467500.1,ENSP00000467311.1,ENSP00000466649.1,ENSP00000467867.1,ENSP00000466459.1,ENSP00000465013.1,ENSP00000468106.2,ENSP00000466314.1,ENSP00000465740.1,ENSP00000376475.1
ENSP00000496569.1	4fbx	A	100	335	0	0	1	335	1	335	0	701	33	ENSP00000262506.3,ENSP00000456606.2,ENSP00000457911.1,ENSP00000454874.1
ENSP00000335153.7	4fcp	A	100	236	0	0	123	358	1	236	8e-165	484	18	ENSP00000360709.5,ENSP00000325875.3,ENSP00000360609.1,ENSP00000481908.1
ENSP00000335153.7	4fcp	B	100	236	0	0	123	358	1	236	8e-165	484	17	ENSP00000360709.5,ENSP00000325875.3,ENSP00000360609.1,ENSP00000481908.1
ENSP00000335153.7	4fcq	A	100	236	0	0	123	358	1	236	8e-165	484	16	ENSP00000360709.5,ENSP00000325875.3,ENSP00000360609.1,ENSP00000481908.1
ENSP00000335153.7	4fcr	A	100	236	0	0	123	358	1	236	8e-165	484	15	ENSP00000360709.5,ENSP00000325875.3,ENSP00000360609.1,ENSP00000481908.1
ENSP00000358327.3	4fdl	A	100	267	0	0	122	388	39	305	0	567	2	ENSP00000377210.2,ENSP00000311032.4,ENSP00000428929.1,ENSP00000428372.1,ENSP00000377213.4,ENSP00000407142.2
ENSP00000358327.3	4fdl	B	100	267	0	0	122	388	39	305	0	567	1	ENSP00000377210.2,ENSP00000311032.4,ENSP00000428929.1,ENSP00000428372.1,ENSP00000377213.4,ENSP00000407142.2
ENSP00000358327.3	4fea	A	100	247	0	0	142	388	1	247	0	527	8	ENSP00000377210.2,ENSP00000311032.4,ENSP00000428929.1,ENSP00000428372.1,ENSP00000377213.4,ENSP00000407142.2
ENSP00000358327.3	4fea	B	100	247	0	0	142	388	1	247	0	527	7	ENSP00000377210.2,ENSP00000311032.4,ENSP00000428929.1,ENSP00000428372.1,ENSP00000377213.4,ENSP00000407142.2
ENSP00000351049.2	4fie	A	100	306	0	0	286	591	118	423	0	632	2	ENSP00000453520.1,ENSP00000453407.1,ENSP00000409465.2,ENSP00000453858.1,ENSP00000260404.4,ENSP00000452737.1,ENSP00000452647.1,ENSP00000453005.1,ENSP00000453721.1,ENSP00000452708.1,ENSP00000453057.1,ENSP00000452686.1,ENSP00000453021.1,ENSP00000439597.2
ENSP00000351049.2	4fie	B	100	306	0	0	286	591	118	423	0	632	1	ENSP00000453520.1,ENSP00000453407.1,ENSP00000409465.2,ENSP00000453858.1,ENSP00000260404.4,ENSP00000452737.1,ENSP00000452647.1,ENSP00000453005.1,ENSP00000453721.1,ENSP00000452708.1,ENSP00000453057.1,ENSP00000452686.1,ENSP00000453021.1,ENSP00000439597.2
ENSP00000351049.2	4fif	A	100	306	0	0	286	591	41	346	0	632	11	ENSP00000453520.1,ENSP00000453407.1,ENSP00000409465.2,ENSP00000453858.1,ENSP00000260404.4,ENSP00000452737.1,ENSP00000452647.1,ENSP00000453005.1,ENSP00000453721.1,ENSP00000452708.1,ENSP00000453057.1,ENSP00000452686.1,ENSP00000453021.1,ENSP00000439597.2
ENSP00000351049.2	4fif	B	100	306	0	0	286	591	41	346	0	632	10	ENSP00000453520.1,ENSP00000453407.1,ENSP00000409465.2,ENSP00000453858.1,ENSP00000260404.4,ENSP00000452737.1,ENSP00000452647.1,ENSP00000453005.1,ENSP00000453721.1,ENSP00000452708.1,ENSP00000453057.1,ENSP00000452686.1,ENSP00000453021.1,ENSP00000439597.2
ENSP00000351049.2	4fig	A	100	306	0	0	286	591	41	346	0	632	9	ENSP00000453520.1,ENSP00000453407.1,ENSP00000409465.2,ENSP00000453858.1,ENSP00000260404.4,ENSP00000452737.1,ENSP00000452647.1,ENSP00000453005.1,ENSP00000453721.1,ENSP00000452708.1,ENSP00000453057.1,ENSP00000452686.1,ENSP00000453021.1,ENSP00000439597.2
ENSP00000351049.2	4fig	B	100	306	0	0	286	591	41	346	0	632	8	ENSP00000453520.1,ENSP00000453407.1,ENSP00000409465.2,ENSP00000453858.1,ENSP00000260404.4,ENSP00000452737.1,ENSP00000452647.1,ENSP00000453005.1,ENSP00000453721.1,ENSP00000452708.1,ENSP00000453057.1,ENSP00000452686.1,ENSP00000453021.1,ENSP00000439597.2
ENSP00000351049.2	4fih	A	100	306	0	0	286	591	41	346	0	632	7	ENSP00000453520.1,ENSP00000453407.1,ENSP00000409465.2,ENSP00000453858.1,ENSP00000260404.4,ENSP00000452737.1,ENSP00000452647.1,ENSP00000453005.1,ENSP00000453721.1,ENSP00000452708.1,ENSP00000453057.1,ENSP00000452686.1,ENSP00000453021.1,ENSP00000439597.2
ENSP00000351049.2	4fii	A	100	306	0	0	286	591	41	346	0	632	6	ENSP00000453520.1,ENSP00000453407.1,ENSP00000409465.2,ENSP00000453858.1,ENSP00000260404.4,ENSP00000452737.1,ENSP00000452647.1,ENSP00000453005.1,ENSP00000453721.1,ENSP00000452708.1,ENSP00000453057.1,ENSP00000452686.1,ENSP00000453021.1,ENSP00000439597.2
ENSP00000351049.2	4fij	A	100	306	0	0	286	591	41	346	0	632	5	ENSP00000453520.1,ENSP00000453407.1,ENSP00000409465.2,ENSP00000453858.1,ENSP00000260404.4,ENSP00000452737.1,ENSP00000452647.1,ENSP00000453005.1,ENSP00000453721.1,ENSP00000452708.1,ENSP00000453057.1,ENSP00000452686.1,ENSP00000453021.1,ENSP00000439597.2
ENSP00000364907.4	4fl1	A	100	280	0	0	356	635	4	283	0	586	46	ENSP00000264972.5,ENSP00000400475.2
ENSP00000364907.4	4fl2	A	100	635	0	0	1	635	2	636	0	1329	1	ENSP00000264972.5,ENSP00000400475.2
