P1_ID	P2_ID	HM_P1	HM_P2	HET	Strict_HM_P1	Strict_HM_P2
ENSP00000368759.5	ENSP00000391669.3	NA	1wyx_1	NA	NA	1wyx_1
ENSP00000391669.3	ENSP00000395237.2	1wyx_1	NA	NA	1wyx_1	NA
ENSP00000391669.3	ENSP00000422871.1	1wyx_1	NA	NA	1wyx_1	NA
ENSP00000368745.5	ENSP00000391669.3	NA	1wyx_1	NA	NA	1wyx_1
ENSP00000391669.3	ENSP00000421282.1	1wyx_1	NA	NA	1wyx_1	NA
ENSP00000380534.3	ENSP00000391669.3	NA	1wyx_1	NA	NA	1wyx_1
ENSP00000391669.3	ENSP00000424975.1	1wyx_1	NA	NA	1wyx_1	NA
ENSP00000391669.3	ENSP00000478563.1	1wyx_1	NA	NA	1wyx_1	NA
ENSP00000261332.5	ENSP00000302310.1	3lhr_1	NA	NA	3lhr_1	NA
ENSP00000261332.5	ENSP00000466500.1	3lhr_1	NA	NA	3lhr_1	NA
ENSP00000261332.5	ENSP00000467275.1	3lhr_1	NA	NA	3lhr_1	NA
ENSP00000261332.5	ENSP00000468381.1	3lhr_1	NA	NA	3lhr_1	NA
ENSP00000261332.5	ENSP00000465440.1	3lhr_1	NA	NA	3lhr_1	NA
ENSP00000445408.2	ENSP00000454510.1	4n3y_1	NA	NA	NA	NA
ENSP00000445408.2	ENSP00000457040.1	4n3y_1	NA	NA	NA	NA
ENSP00000445408.2	ENSP00000457495.1	4n3y_1	NA	NA	NA	NA
ENSP00000445408.2	ENSP00000454974.1	4n3y_1	NA	NA	NA	NA
ENSP00000445408.2	ENSP00000454968.1	4n3y_1	NA	NA	NA	NA
ENSP00000350186.6	ENSP00000445408.2	NA	4n3y_1	NA	NA	NA
ENSP00000350934.4	ENSP00000445408.2	NA	4n3y_1	NA	NA	NA
ENSP00000442798.1	ENSP00000445408.2	NA	4n3y_1	NA	NA	NA
ENSP00000000442.6	ENSP00000355907.2	1xb7_1	NA	NA	NA	NA
ENSP00000000442.6	ENSP00000386171.3	1xb7_1	NA	NA	NA	NA
ENSP00000000442.6	ENSP00000353108.3	1xb7_1	NA	NA	NA	NA
ENSP00000000442.6	ENSP00000354584.2	1xb7_1	NA	NA	NA	NA
ENSP00000000442.6	ENSP00000355905.2	1xb7_1	NA	NA	NA	NA
ENSP00000000442.6	ENSP00000352077.2	1xb7_1	NA	NA	NA	NA
ENSP00000000442.6	ENSP00000419594.1	1xb7_1	NA	NA	NA	NA
ENSP00000000442.6	ENSP00000418629.1	1xb7_1	NA	NA	NA	NA
ENSP00000000442.6	ENSP00000419155.1	1xb7_1	NA	NA	NA	NA
ENSP00000000442.6	ENSP00000417374.1	1xb7_1	NA	NA	NA	NA
ENSP00000000442.6	ENSP00000419514.1	1xb7_1	NA	NA	NA	NA
ENSP00000000442.6	ENSP00000466343.1	1xb7_1	NA	NA	NA	NA
ENSP00000000442.6	ENSP00000417900.1	1xb7_1	NA	NA	NA	NA
ENSP00000000442.6	ENSP00000420370.1	1xb7_1	NA	NA	NA	NA
ENSP00000000442.6	ENSP00000418895.1	1xb7_1	NA	NA	NA	NA
ENSP00000000442.6	ENSP00000481528.1	1xb7_1	NA	NA	NA	NA
ENSP00000000442.6	ENSP00000375761.4	1xb7_1	NA	NA	NA	NA
ENSP00000000442.6	ENSP00000355225.3	1xb7_1	NA	NA	NA	NA
ENSP00000378731.2	ENSP00000456020.1	1xfb_1	NA	NA	1xfb_1	NA
ENSP00000378731.2	ENSP00000455700.1	1xfb_1	NA	NA	1xfb_1	NA
ENSP00000378731.2	ENSP00000455800.2	1xfb_1	NA	NA	1xfb_1	NA
ENSP00000378731.2	ENSP00000400452.2	1xfb_1	NA	NA	1xfb_1	NA
ENSP00000378731.2	ENSP00000457643.1	1xfb_1	NA	NA	1xfb_1	NA
ENSP00000378731.2	ENSP00000455917.1	1xfb_1	NA	NA	1xfb_1	NA
ENSP00000378731.2	ENSP00000494188.1	1xfb_1	NA	NA	1xfb_1	NA
ENSP00000378731.2	ENSP00000496166.1	1xfb_1	NA	NA	1xfb_1	NA
ENSP00000378731.2	ENSP00000455857.1	1xfb_1	NA	NA	1xfb_1	NA
ENSP00000378661.3	ENSP00000378731.2	NA	1xfb_1	NA	NA	1xfb_1
ENSP00000378731.2	ENSP00000454499.1	1xfb_1	NA	NA	1xfb_1	NA
ENSP00000378731.2	ENSP00000455455.1	1xfb_1	NA	NA	1xfb_1	NA
ENSP00000378731.2	ENSP00000457514.1	1xfb_1	NA	NA	1xfb_1	NA
ENSP00000378731.2	ENSP00000456098.1	1xfb_1	NA	NA	1xfb_1	NA
ENSP00000437631.1	ENSP00000495159.1	NA	3kvq_1	NA	NA	3kvq_1
ENSP00000484039.1	ENSP00000495159.1	NA	3kvq_1	NA	NA	3kvq_1
ENSP00000491097.1	ENSP00000495159.1	NA	3kvq_1	NA	NA	3kvq_1
ENSP00000442630.1	ENSP00000495159.1	NA	3kvq_1	NA	NA	3kvq_1
ENSP00000484385.1	ENSP00000495159.1	NA	3kvq_1	NA	NA	3kvq_1
ENSP00000443311.2	ENSP00000495159.1	NA	3kvq_1	NA	NA	3kvq_1
ENSP00000484832.1	ENSP00000495159.1	NA	3kvq_1	NA	NA	3kvq_1
ENSP00000437841.1	ENSP00000495159.1	NA	3kvq_1	NA	NA	3kvq_1
ENSP00000261937.6	ENSP00000495159.1	NA	3kvq_1	NA	NA	3kvq_1
ENSP00000377016.3	ENSP00000495159.1	NA	3kvq_1	NA	NA	3kvq_1
ENSP00000426057.1	ENSP00000495159.1	NA	3kvq_1	NA	NA	3kvq_1
ENSP00000421535.1	ENSP00000495159.1	NA	3kvq_1	NA	NA	3kvq_1
ENSP00000481134.1	ENSP00000495159.1	NA	3kvq_1	NA	NA	3kvq_1
ENSP00000417076.1	ENSP00000442973.1	NA	5a6o_1	NA	NA	5a6o_1
ENSP00000386135.3	ENSP00000442973.1	NA	5a6o_1	NA	NA	5a6o_1
ENSP00000419026.1	ENSP00000442973.1	NA	5a6o_1	NA	NA	5a6o_1
ENSP00000417746.1	ENSP00000442973.1	NA	5a6o_1	NA	NA	5a6o_1
ENSP00000442973.1	ENSP00000484267.1	5a6o_1	NA	NA	5a6o_1	NA
ENSP00000418885.3	ENSP00000442973.1	NA	5a6o_1	NA	NA	5a6o_1
ENSP00000442973.1	ENSP00000453639.1	5a6o_1	NA	NA	5a6o_1	NA
ENSP00000408277.1	ENSP00000442973.1	NA	5a6o_1	NA	NA	5a6o_1
ENSP00000442973.1	ENSP00000453101.1	5a6o_1	NA	NA	5a6o_1	NA
ENSP00000442973.1	ENSP00000484390.1	5a6o_1	NA	NA	5a6o_1	NA
ENSP00000442973.1	ENSP00000453284.1	5a6o_1	NA	NA	5a6o_1	NA
ENSP00000442973.1	ENSP00000452970.1	5a6o_1	NA	NA	5a6o_1	NA
ENSP00000442973.1	ENSP00000453235.1	5a6o_1	NA	NA	5a6o_1	NA
ENSP00000261891.3	ENSP00000442973.1	NA	5a6o_1	NA	NA	5a6o_1
ENSP00000340989.4	ENSP00000379287.2	3iqu_1	NA	NA	4dhr_1	NA
ENSP00000340989.4	ENSP00000379286.3	3iqu_1	NA	NA	4dhr_1	NA
ENSP00000309503.3	ENSP00000340989.4	NA	3iqu_1	NA	NA	4dhr_1
ENSP00000340989.4	ENSP00000428860.1	3iqu_1	NA	NA	4dhr_1	NA
ENSP00000340989.4	ENSP00000430072.1	3iqu_1	NA	NA	4dhr_1	NA
ENSP00000340989.4	ENSP00000429623.1	3iqu_1	NA	NA	4dhr_1	NA
ENSP00000340989.4	ENSP00000428775.1	3iqu_1	NA	NA	4dhr_1	NA
ENSP00000340989.4	ENSP00000379283.2	3iqu_1	NA	NA	4dhr_1	NA
ENSP00000340989.4	ENSP00000379278.2	3iqu_1	NA	NA	4dhr_1	NA
ENSP00000340989.4	ENSP00000379281.3	3iqu_1	NA	NA	4dhr_1	NA
ENSP00000340989.4	ENSP00000395114.2	3iqu_1	NA	NA	4dhr_1	NA
ENSP00000340989.4	ENSP00000430058.1	3iqu_1	NA	NA	4dhr_1	NA
ENSP00000340989.4	ENSP00000429041.1	3iqu_1	NA	NA	4dhr_1	NA
ENSP00000340989.4	ENSP00000416551.1	3iqu_1	NA	NA	4dhr_1	NA
ENSP00000340989.4	ENSP00000394880.1	3iqu_1	NA	NA	4dhr_1	NA
ENSP00000340989.4	ENSP00000428381.1	3iqu_1	NA	NA	4dhr_1	NA
ENSP00000340989.4	ENSP00000430219.1	3iqu_1	NA	NA	4dhr_1	NA
ENSP00000340989.4	ENSP00000379288.2	3iqu_1	NA	NA	4dhr_1	NA
ENSP00000340989.4	ENSP00000398599.1	3iqu_1	NA	NA	4dhr_1	NA
ENSP00000164139.3	ENSP00000216962.3	1z8d_1	5iko_1	NA	1z8d_1	5iko_1
ENSP00000164139.3	ENSP00000395451.1	1z8d_1	NA	NA	1z8d_1	NA
ENSP00000385751.2	ENSP00000402104.3	1zmu_1	NA	NA	1zmu_1	NA
ENSP00000385751.2	ENSP00000408092.2	1zmu_1	NA	NA	1zmu_1	NA
ENSP00000385751.2	ENSP00000411397.2	1zmu_1	NA	NA	1zmu_1	NA
ENSP00000303698.9	ENSP00000385751.2	NA	1zmu_1	NA	NA	1zmu_1
ENSP00000216288.7	ENSP00000385751.2	NA	1zmu_1	NA	NA	1zmu_1
ENSP00000385751.2	ENSP00000450772.1	1zmu_1	NA	NA	1zmu_1	NA
ENSP00000385751.2	ENSP00000454169.1	1zmu_1	NA	NA	1zmu_1	NA
ENSP00000335347.5	ENSP00000385751.2	NA	1zmu_1	NA	NA	1zmu_1
ENSP00000385751.2	ENSP00000452829.1	1zmu_1	NA	NA	1zmu_1	NA
ENSP00000385751.2	ENSP00000450460.1	1zmu_1	NA	NA	1zmu_1	NA
ENSP00000385751.2	ENSP00000452893.1	1zmu_1	NA	NA	1zmu_1	NA
ENSP00000385751.2	ENSP00000451623.1	1zmu_1	NA	NA	1zmu_1	NA
ENSP00000219302.3	ENSP00000380834.1	1zs6_1	NA	NA	1zs6_1	NA
ENSP00000219302.3	ENSP00000406317.1	1zs6_1	NA	NA	1zs6_1	NA
ENSP00000219302.3	ENSP00000412039.1	1zs6_1	NA	NA	1zs6_1	NA
ENSP00000219302.3	ENSP00000372398.4	1zs6_1	NA	NA	1zs6_1	NA
ENSP00000219302.3	ENSP00000219479.2	1zs6_1	NA	NA	1zs6_1	NA
ENSP00000219302.3	ENSP00000405925.1	1zs6_1	NA	NA	1zs6_1	NA
ENSP00000219302.3	ENSP00000389048.1	1zs6_1	NA	NA	1zs6_1	NA
ENSP00000219302.3	ENSP00000479996.1	1zs6_1	NA	NA	1zs6_1	NA
ENSP00000219302.3	ENSP00000479681.1	1zs6_1	NA	NA	1zs6_1	NA
ENSP00000259727.4	ENSP00000454038.1	NA	2c6q_1	NA	NA	2a7r_1
ENSP00000359506.4	ENSP00000419793.1	4ova_1	NA	NA	4ova_1	NA
ENSP00000359506.4	ENSP00000417125.1	4ova_1	NA	NA	4ova_1	NA
ENSP00000359506.4	ENSP00000418724.1	4ova_1	NA	NA	4ova_1	NA
ENSP00000350170.3	ENSP00000359506.4	NA	4ova_1	NA	NA	4ova_1
ENSP00000307633.7	ENSP00000359506.4	NA	4ova_1	NA	NA	4ova_1
ENSP00000359506.4	ENSP00000419047.1	4ova_1	NA	NA	4ova_1	NA
ENSP00000359506.4	ENSP00000420643.1	4ova_1	NA	NA	4ova_1	NA
ENSP00000359506.4	ENSP00000420515.1	4ova_1	NA	NA	4ova_1	NA
ENSP00000359506.4	ENSP00000388828.2	4ova_1	NA	NA	4ova_1	NA
ENSP00000359506.4	ENSP00000419933.1	4ova_1	NA	NA	4ova_1	NA
ENSP00000359506.4	ENSP00000418097.1	4ova_1	NA	NA	4ova_1	NA
ENSP00000359506.4	ENSP00000417513.1	4ova_1	NA	NA	4ova_1	NA
ENSP00000359506.4	ENSP00000418027.1	4ova_1	NA	NA	4ova_1	NA
ENSP00000235835.3	ENSP00000355377.4	2bp1_1	NA	NA	2bp1_1	NA
ENSP00000371267.4	ENSP00000379287.2	5iqp_1	NA	NA	5iqp_1	NA
ENSP00000371267.4	ENSP00000379286.3	5iqp_1	NA	NA	5iqp_1	NA
ENSP00000309503.3	ENSP00000371267.4	NA	5iqp_1	NA	NA	5iqp_1
ENSP00000371267.4	ENSP00000428860.1	5iqp_1	NA	NA	5iqp_1	NA
ENSP00000371267.4	ENSP00000430072.1	5iqp_1	NA	NA	5iqp_1	NA
ENSP00000371267.4	ENSP00000429623.1	5iqp_1	NA	NA	5iqp_1	NA
ENSP00000371267.4	ENSP00000428775.1	5iqp_1	NA	NA	5iqp_1	NA
ENSP00000371267.4	ENSP00000379283.2	5iqp_1	NA	NA	5iqp_1	NA
ENSP00000371267.4	ENSP00000379278.2	5iqp_1	NA	NA	5iqp_1	NA
ENSP00000371267.4	ENSP00000379281.3	5iqp_1	NA	NA	5iqp_1	NA
ENSP00000371267.4	ENSP00000395114.2	5iqp_1	NA	NA	5iqp_1	NA
ENSP00000371267.4	ENSP00000430058.1	5iqp_1	NA	NA	5iqp_1	NA
ENSP00000371267.4	ENSP00000429041.1	5iqp_1	NA	NA	5iqp_1	NA
ENSP00000371267.4	ENSP00000416551.1	5iqp_1	NA	NA	5iqp_1	NA
ENSP00000371267.4	ENSP00000394880.1	5iqp_1	NA	NA	5iqp_1	NA
ENSP00000371267.4	ENSP00000428381.1	5iqp_1	NA	NA	5iqp_1	NA
ENSP00000371267.4	ENSP00000430219.1	5iqp_1	NA	NA	5iqp_1	NA
ENSP00000371267.4	ENSP00000379288.2	5iqp_1	NA	NA	5iqp_1	NA
ENSP00000371267.4	ENSP00000398599.1	5iqp_1	NA	NA	5iqp_1	NA
ENSP00000276079.8	ENSP00000425071.1	5ifm_1	NA	NA	5ifm_1	NA
ENSP00000276079.8	ENSP00000424440.1	5ifm_1	NA	NA	5ifm_1	NA
ENSP00000276079.8	ENSP00000349748.5	5ifm_1	4wii_1	NA	5ifm_1	4wii_1
ENSP00000276079.8	ENSP00000436038.1	5ifm_1	NA	NA	5ifm_1	NA
ENSP00000276079.8	ENSP00000435921.1	5ifm_1	NA	NA	5ifm_1	NA
ENSP00000276079.8	ENSP00000488975.1	5ifm_1	NA	NA	5ifm_1	NA
ENSP00000276079.8	ENSP00000343966.4	5ifm_1	5ifn_1	3sde_1	5ifm_1	5ifn_1
ENSP00000276079.8	ENSP00000393069.1	5ifm_1	NA	NA	5ifm_1	NA
ENSP00000276079.8	ENSP00000481916.1	5ifm_1	NA	NA	5ifm_1	NA
ENSP00000320117.7	ENSP00000413625.1	2efk_1	2efl_1	NA	2efk_1	2efl_1
ENSP00000320117.7	ENSP00000415602.2	2efk_1	NA	NA	2efk_1	NA
ENSP00000320117.7	ENSP00000347907.3	2efk_1	NA	NA	2efk_1	NA
ENSP00000320117.7	ENSP00000389117.3	2efk_1	NA	NA	2efk_1	NA
ENSP00000320117.7	ENSP00000407548.2	2efk_1	NA	NA	2efk_1	NA
ENSP00000320117.7	ENSP00000473921.1	2efk_1	NA	NA	2efk_1	NA
ENSP00000320117.7	ENSP00000359275.2	2efk_1	NA	NA	2efk_1	NA
ENSP00000320117.7	ENSP00000397451.2	2efk_1	NA	NA	2efk_1	NA
ENSP00000271234.7	ENSP00000320117.7	NA	2efk_1	NA	NA	2efk_1
ENSP00000260506.8	ENSP00000320117.7	NA	2efk_1	NA	NA	2efk_1
ENSP00000284273.5	ENSP00000489058.1	5vr6_1	NA	NA	5vr6_1	NA
ENSP00000284273.5	ENSP00000291535.6	5vr6_1	NA	NA	5vr6_1	NA
ENSP00000284273.5	ENSP00000489263.1	5vr6_1	NA	NA	5vr6_1	NA
ENSP00000284273.5	ENSP00000489463.1	5vr6_1	NA	NA	5vr6_1	NA
ENSP00000284273.5	ENSP00000489323.1	5vr6_1	NA	NA	5vr6_1	NA
ENSP00000284273.5	ENSP00000317327.6	5vr6_1	5wdi_1	NA	5vr6_1	NA
ENSP00000284273.5	ENSP00000381408.1	5vr6_1	NA	NA	5vr6_1	NA
ENSP00000284273.5	ENSP00000489235.1	5vr6_1	NA	NA	5vr6_1	NA
ENSP00000413625.1	ENSP00000471203.1	2efl_1	NA	NA	2efl_1	NA
ENSP00000320493.6	ENSP00000413625.1	NA	2efl_1	NA	NA	2efl_1
ENSP00000413625.1	ENSP00000472580.1	2efl_1	NA	NA	2efl_1	NA
ENSP00000413625.1	ENSP00000469360.1	2efl_1	NA	NA	2efl_1	NA
ENSP00000413625.1	ENSP00000471056.1	2efl_1	NA	NA	2efl_1	NA
ENSP00000366525.2	ENSP00000368207.2	2ffx_1	NA	NA	NA	NA
ENSP00000296474.3	ENSP00000317272.6	NA	5t3q_1	NA	NA	5t3q_1
ENSP00000317272.6	ENSP00000407926.2	5t3q_1	NA	NA	5t3q_1	NA
ENSP00000317272.6	ENSP00000341325.4	5t3q_1	NA	NA	5t3q_1	NA
ENSP00000317272.6	ENSP00000393294.1	5t3q_1	NA	NA	5t3q_1	NA
ENSP00000317272.6	ENSP00000414792.1	5t3q_1	NA	NA	5t3q_1	NA
ENSP00000317272.6	ENSP00000482642.1	5t3q_1	NA	NA	5t3q_1	NA
ENSP00000317272.6	ENSP00000481084.1	5t3q_1	NA	NA	5t3q_1	NA
ENSP00000317272.6	ENSP00000482827.1	5t3q_1	NA	NA	5t3q_1	NA
ENSP00000293831.8	ENSP00000407504.1	2zu6_1	NA	NA	NA	NA
ENSP00000293831.8	ENSP00000415878.1	2zu6_1	NA	NA	NA	NA
ENSP00000293831.8	ENSP00000326381.5	2zu6_1	NA	NA	NA	NA
ENSP00000293831.8	ENSP00000392686.1	2zu6_1	NA	NA	NA	NA
ENSP00000293831.8	ENSP00000388237.1	2zu6_1	NA	NA	NA	NA
ENSP00000293831.8	ENSP00000413529.1	2zu6_1	NA	NA	NA	NA
ENSP00000293831.8	ENSP00000398370.2	2zu6_1	NA	NA	NA	NA
ENSP00000293831.8	ENSP00000402313.1	2zu6_1	NA	NA	NA	NA
ENSP00000293831.8	ENSP00000462571.1	2zu6_1	NA	NA	NA	NA
ENSP00000337825.5	ENSP00000365012.2	NA	4u5w_1	NA	NA	NA
ENSP00000365012.2	ENSP00000431517.1	4u5w_1	NA	NA	NA	NA
ENSP00000365012.2	ENSP00000435605.1	4u5w_1	NA	NA	NA	NA
ENSP00000365012.2	ENSP00000434525.1	4u5w_1	NA	NA	NA	NA
ENSP00000362663.3	ENSP00000365012.2	NA	4u5w_1	NA	NA	NA
ENSP00000365012.2	ENSP00000436554.1	4u5w_1	NA	NA	NA	NA
ENSP00000362658.2	ENSP00000365012.2	NA	4u5w_1	NA	NA	NA
ENSP00000365012.2	ENSP00000477713.1	4u5w_1	NA	NA	NA	NA
ENSP00000362665.3	ENSP00000365012.2	NA	4u5w_1	NA	NA	NA
ENSP00000257749.4	ENSP00000286800.3	3ohu_1	2ihc_1	NA	3ohu_1	2ihc_1
ENSP00000286800.3	ENSP00000345642.3	2ihc_1	NA	NA	2ihc_1	NA
ENSP00000286800.3	ENSP00000384145.2	2ihc_1	NA	NA	2ihc_1	NA
ENSP00000286800.3	ENSP00000397668.1	2ihc_1	NA	NA	2ihc_1	NA
ENSP00000286800.3	ENSP00000437473.1	2ihc_1	NA	NA	2ihc_1	NA
ENSP00000330247.4	ENSP00000383960.3	NA	2jc9_1	NA	NA	2jc9_1
ENSP00000268835.2	ENSP00000414624.2	2ji4_1	NA	NA	2ji4_1	NA
ENSP00000268835.2	ENSP00000314973.4	2ji4_1	NA	NA	2ji4_1	NA
ENSP00000268835.2	ENSP00000392838.1	2ji4_1	NA	NA	2ji4_1	NA
ENSP00000268835.2	ENSP00000387494.2	2ji4_1	NA	NA	2ji4_1	NA
ENSP00000268835.2	ENSP00000409190.1	2ji4_1	NA	NA	2ji4_1	NA
ENSP00000268835.2	ENSP00000402126.1	2ji4_1	NA	NA	2ji4_1	NA
ENSP00000258080.3	ENSP00000357980.3	2pzd_1	3nzi_1	NA	2pzd_1	3tjn_1
ENSP00000312893.3	ENSP00000357980.3	NA	3nzi_1	NA	NA	3tjn_1
ENSP00000357980.3	ENSP00000399166.1	3nzi_1	NA	NA	3tjn_1	NA
ENSP00000281092.4	ENSP00000331504.3	NA	4dyl_1	NA	NA	4dyl_1
ENSP00000237596.2	ENSP00000325296.3	3hrn_1	NA	NA	3hrn_1	NA
ENSP00000237596.2	ENSP00000434019.1	3hrn_1	NA	NA	3hrn_1	NA
ENSP00000237596.2	ENSP00000436514.1	3hrn_1	NA	NA	3hrn_1	NA
ENSP00000237596.2	ENSP00000434224.1	3hrn_1	NA	NA	3hrn_1	NA
ENSP00000237596.2	ENSP00000424885.1	3hrn_1	NA	NA	3hrn_1	NA
ENSP00000237596.2	ENSP00000423382.1	3hrn_1	NA	NA	3hrn_1	NA
ENSP00000237596.2	ENSP00000388060.2	3hrn_1	NA	NA	3hrn_1	NA
ENSP00000237596.2	ENSP00000425513.1	3hrn_1	NA	NA	3hrn_1	NA
ENSP00000237596.2	ENSP00000424725.1	3hrn_1	NA	NA	3hrn_1	NA
ENSP00000237596.2	ENSP00000290431.5	3hrn_1	NA	NA	3hrn_1	NA
ENSP00000237596.2	ENSP00000423926.1	3hrn_1	NA	NA	3hrn_1	NA
ENSP00000291554.2	ENSP00000499082.1	NA	4m5s_1	NA	NA	3l1g_1
ENSP00000381201.1	ENSP00000499082.1	NA	4m5s_1	NA	NA	3l1g_1
ENSP00000381200.1	ENSP00000499082.1	NA	4m5s_1	NA	NA	3l1g_1
ENSP00000345810.5	ENSP00000402257.3	NA	4jol_1	NA	NA	NA
ENSP00000364428.2	ENSP00000402257.3	NA	4jol_1	NA	NA	NA
ENSP00000341865.3	ENSP00000402257.3	NA	4jol_1	NA	NA	NA
ENSP00000402257.3	ENSP00000433270.1	4jol_1	NA	NA	NA	NA
ENSP00000352622.3	ENSP00000402257.3	NA	4jol_1	NA	NA	NA
ENSP00000262653.7	ENSP00000402257.3	NA	4jol_1	NA	NA	NA
ENSP00000402257.3	ENSP00000443398.1	4jol_1	NA	NA	NA	NA
ENSP00000380902.1	ENSP00000402257.3	NA	4jol_1	NA	NA	NA
ENSP00000261917.3	ENSP00000307342.4	3otf_1	NA	NA	3otf_1	NA
ENSP00000261917.3	ENSP00000489134.1	3otf_1	NA	NA	3otf_1	NA
ENSP00000251287.1	ENSP00000261917.3	5khh_1	3otf_1	NA	5khh_1	3otf_1
ENSP00000251287.1	ENSP00000357342.3	5khh_1	NA	NA	5khh_1	NA
ENSP00000251287.1	ENSP00000307342.4	5khh_1	NA	NA	5khh_1	NA
ENSP00000251287.1	ENSP00000489134.1	5khh_1	NA	NA	5khh_1	NA
ENSP00000422455.1	ENSP00000490696.1	NA	2oni_1	NA	NA	2oni_1
ENSP00000426051.1	ENSP00000490696.1	NA	2oni_1	NA	NA	2oni_1
ENSP00000345530.2	ENSP00000490696.1	NA	2oni_1	NA	NA	2oni_1
ENSP00000424827.1	ENSP00000490696.1	NA	2oni_1	NA	NA	2oni_1
ENSP00000410613.3	ENSP00000490696.1	NA	2oni_1	NA	NA	2oni_1
ENSP00000490696.1	ENSP00000498181.1	2oni_1	NA	NA	2oni_1	NA
ENSP00000422705.1	ENSP00000490696.1	NA	2oni_1	NA	NA	2oni_1
ENSP00000424471.1	ENSP00000490696.1	NA	2oni_1	NA	NA	2oni_1
ENSP00000421047.1	ENSP00000490696.1	NA	2oni_1	NA	NA	2oni_1
ENSP00000303147.3	ENSP00000361287.3	5a1i_1	NA	NA	5a1i_1	NA
ENSP00000303147.3	ENSP00000414961.1	5a1i_1	NA	NA	5a1i_1	NA
ENSP00000295987.7	ENSP00000351614.2	NA	2p0a_1	NA	NA	2p0a_1
ENSP00000343206.4	ENSP00000351614.2	NA	2p0a_1	NA	NA	2p0a_1
ENSP00000351614.2	ENSP00000492857.1	2p0a_1	NA	NA	2p0a_1	NA
ENSP00000351614.2	ENSP00000492521.1	2p0a_1	NA	NA	2p0a_1	NA
ENSP00000439937.1	ENSP00000452870.1	3cvf_1	NA	NA	3cvf_1	NA
ENSP00000407634.2	ENSP00000439937.1	NA	3cvf_1	NA	NA	3cvf_1
ENSP00000305632.8	ENSP00000439937.1	NA	3cvf_1	NA	NA	3cvf_1
ENSP00000439937.1	ENSP00000454125.1	3cvf_1	NA	NA	3cvf_1	NA
ENSP00000282260.6	ENSP00000439937.1	NA	3cvf_1	NA	NA	3cvf_1
ENSP00000426651.1	ENSP00000439937.1	NA	3cvf_1	NA	NA	3cvf_1
ENSP00000439937.1	ENSP00000441587.1	3cvf_1	NA	NA	3cvf_1	NA
ENSP00000258080.3	ENSP00000498033.1	2pzd_1	NA	NA	2pzd_1	NA
ENSP00000258080.3	ENSP00000412676.1	2pzd_1	NA	NA	2pzd_1	NA
ENSP00000287878.3	ENSP00000323867.5	NA	2uv4_1	NA	NA	2uv4_1
ENSP00000323867.5	ENSP00000387386.2	2uv4_1	NA	NA	2uv4_1	NA
ENSP00000323867.5	ENSP00000419577.2	2uv4_1	NA	NA	2uv4_1	NA
ENSP00000323867.5	ENSP00000498428.1	2uv4_1	NA	NA	2uv4_1	NA
ENSP00000323867.5	ENSP00000499025.1	2uv4_1	NA	NA	2uv4_1	NA
ENSP00000323867.5	ENSP00000419493.2	2uv4_1	NA	NA	2uv4_1	NA
ENSP00000323867.5	ENSP00000498796.1	2uv4_1	NA	NA	2uv4_1	NA
ENSP00000323867.5	ENSP00000499156.1	2uv4_1	NA	NA	2uv4_1	NA
ENSP00000323867.5	ENSP00000499103.1	2uv4_1	NA	NA	2uv4_1	NA
ENSP00000323867.5	ENSP00000498384.1	2uv4_1	NA	NA	2uv4_1	NA
ENSP00000323867.5	ENSP00000498557.1	2uv4_1	NA	NA	2uv4_1	NA
ENSP00000323867.5	ENSP00000376549.2	2uv4_1	NA	NA	2uv4_1	NA
ENSP00000323867.5	ENSP00000498351.1	2uv4_1	NA	NA	2uv4_1	NA
ENSP00000323867.5	ENSP00000499111.1	2uv4_1	NA	NA	2uv4_1	NA
ENSP00000323867.5	ENSP00000420645.2	2uv4_1	NA	NA	2uv4_1	NA
ENSP00000323867.5	ENSP00000420783.1	2uv4_1	NA	NA	2uv4_1	NA
ENSP00000323867.5	ENSP00000417252.1	2uv4_1	NA	NA	2uv4_1	NA
ENSP00000323867.5	ENSP00000498954.1	2uv4_1	NA	NA	2uv4_1	NA
ENSP00000323867.5	ENSP00000498886.1	2uv4_1	NA	NA	2uv4_1	NA
ENSP00000323867.5	ENSP00000498822.1	2uv4_1	NA	NA	2uv4_1	NA
ENSP00000263464.3	ENSP00000432410.1	3eb5_1	NA	NA	3eb5_1	NA
ENSP00000263464.3	ENSP00000431723.1	3eb5_1	NA	NA	3eb5_1	NA
ENSP00000263464.3	ENSP00000433851.1	3eb5_1	NA	NA	3eb5_1	NA
ENSP00000263464.3	ENSP00000434979.1	3eb5_1	NA	NA	3eb5_1	NA
ENSP00000263464.3	ENSP00000436741.1	3eb5_1	NA	NA	3eb5_1	NA
ENSP00000263464.3	ENSP00000434708.1	3eb5_1	NA	NA	3eb5_1	NA
ENSP00000263464.3	ENSP00000434557.1	3eb5_1	NA	NA	3eb5_1	NA
ENSP00000263464.3	ENSP00000477613.1	3eb5_1	NA	NA	3eb5_1	NA
ENSP00000263464.3	ENSP00000484838.1	3eb5_1	NA	NA	3eb5_1	NA
ENSP00000333982.7	ENSP00000379643.1	2v66_1	NA	NA	2v66_1	NA
ENSP00000333982.7	ENSP00000379642.1	2v66_1	NA	NA	2v66_1	NA
ENSP00000333982.7	ENSP00000459889.1	2v66_1	NA	NA	2v66_1	NA
